customeraccount,tpo_cliente,ID_EPP_AN,ingreso,Tipo_cte,rejection_inm_new,Ingreso_RESELL_PP,SEGMENTO_CTE,Vigencia,Des_Rejection_RAN,Des_Rejection_RPP,Des_Rejection_RINM,HD,Estrategia_1,Estrategia_2,Estrategia_3,Estrategia_4,Estrategia_5,PLAZO_INM,TASA_INM,INM_LC,INM_IMP_CP,RES_FINAL_INM,INM_FCP,CRED_ACTUA_INM,TOTAL_OBLIG_INM,Pago_Mensual_INM,PP_FCP,PP_LC,PP_IMP_CP,Cotizacion_PP,PLAZO_PP,TPO_CLIENTE_PP,TOTAL_OBLIG_PP,TASA_PP,Res_Final_PP,Bnd_Base_Resell_PP,Pago_Mensual_PP,Cred_Actua_PP,TOTAL_OBLIG_AN,RN_OFTA_PERM,PLAZO_AN,AN_FCP,TASA_AN,Cotizacion_AN,AN_LC,AN_IMP_CP,Res_Final_AN,Pago_Mensual_AN,Cred_Actua_AN,Test_Flujo
1-344191-GJ,Captacion,,6152.2,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-725581-EG,Credito,,287.19,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-414619-[C,Credito,,5084.03,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-305973-QN,Credito,,2860.41,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-675360-BV,Credito,,3597.78,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-289574-QK,Credito,,6602.48,,,0.0,Premier,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-650254-YM,Captacion,,9563.74,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-336337-TT,Captacion,,7344.91,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-721556-UA,Captacion,,9015.91,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-529363-AJ,Captacion,,6794.14,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,1.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-921743-GV,Captacion,,9965.73,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-592636-IT,Captacion,,8736.82,,,0.0,Advance,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-565024-[Q,Credito,,8736.82,,,0.0,Premier,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-229381-LJ,Captacion,,6602.48,,,0.0,Premier,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-282054-NA,Credito,,9788.08,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-987781-VD,Credito,,8736.82,,,0.0,Premier,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-526962-QD,Captacion,,9943.52,,,0.0,Premier,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-700622-ZV,Credito,,8690.59,,,0.0,Premier,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-882690-[Y,Credito,,4490.0,,,0.0,Advance,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-203196-RN,Captacion,,3558.56,,,0.0,Premier,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-282332-Z\,Credito,,9796.99,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-784165-WB,Captacion,,5245.16,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-703533-BD,Credito,2,9868.33,1000006,,0.0,Mass,2020-02-01,2.1.Approved,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,7531.25,GOBIERNO TRADICIONAL,60,0.65,37.99,3632,315000,13078.635833,1.0,13078.635833,82897291,1.0
1-383858-ER,Captacion,,9968.65,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-541345-ZS,Captacion,,1193.3,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-476476-OQ,Credito,,3085.74,,,0.0,Premier,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-424767-XE,Credito,,5077.94,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-434024-NF,Captacion,,6316.54,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-772508-VA,Captacion,,8153.89,,,0.0,Advance,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-711480-XP,Captacion,,5191.52,,,0.0,Advance,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-449886-DI,Captacion,,287.19,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-373831-DZ,Captacion,,461.3,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-937985-X\,Captacion,,6547.13,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-984855-UM,Credito,,9747.87,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-737769-NQ,Captacion,,9832.82,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-402955-TI,Captacion,,2484.47,,,0.0,Premier,,1.0.Exc_10k,1.0.Exc_10k,1.0.Exc_10k,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-627989-IH,Captacion,,8820.65,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-832900-RV,Captacion,,4769.12,,,0.0,Advance,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-901207-RF,Credito,,1941.45,,,0.0,Advance,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-691509-VC,Credito,,7292.34,,,0.0,Premier,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-264209-KD,Credito,,6296.2,,,0.0,Premier,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-761129-LS,Captacion,,9563.74,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-294649-EX,Captacion,,5489.44,,,0.0,Premier,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-624444-CA,Captacion,,8089.05,,,0.0,Advance,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-493689-H\,Credito,,174.55,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-162822-FJ,Captacion,,9788.08,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-935801-ZE,Credito,,8736.82,,,0.0,Advance,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-146439-FQ,Captacion,,4327.95,,,0.0,Advance,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-865170-QS,Credito,,9039.73,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-412775-P\,Captacion,,8566.95,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-427445-FG,Credito,,1990.4,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-456532-YB,Captacion,,6887.94,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-386226-DQ,Credito,,9911.99,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-102794-TR,Captacion,,3619.88,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-527517-VJ,Captacion,,6754.59,,,0.0,Advance,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-994056-RA,Captacion,,287.19,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-904062-DM,Captacion,,287.19,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-223023-BE,Credito,,544.17,,,0.0,Premier,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-785837-RM,Credito,,1567.38,,,9514.155964634198,Mass,2020-02-01,1.1.No eval para Top up,2.1.Approved,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,0.5,250000.0,9402.1892867,1730.0,60.0,1000004.0,1759.27,32.99,1.0,2.0,9402.1892867,80629941.0,,,,,,,,,2.0,,,2.0
1-253230-HE,Captacion,,8621.58,,,0.0,Advance,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-491363-JA,Credito,,287.19,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-921612-RE,Credito,,8736.82,,,0.0,Premier,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-491320-AY,Captacion,,9022.03,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-363331-ZA,Credito,,8021.28,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-186535-VO,Credito,,3630.12,,,0.0,Premier,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-820562-ZM,Credito,2,4647.7,,,0.0,Advance,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-388416-BM,Credito,,8791.73,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-964789-LT,Credito,,7751.44,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-880318-VU,Credito,,5830.74,,,0.0,Premier,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-643037-PO,Credito,,8736.82,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-773269-PP,Credito,,9786.93,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-651771-Z[,Credito,,9968.99,,,0.0,Advance,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-451917-RP,Captacion,,5569.06,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-617785-B\,Credito,,3131.75,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-886254-XK,Captacion,,2137.75,,,0.0,Advance,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-756425-UZ,Credito,,9929.6,,,0.0,Premier,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-213386-XZ,Captacion,,10.76,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-479170-UY,Credito,,4820.53,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-201849-MI,Captacion,,9443.37,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-751994-XR,Captacion,,1223.98,,,0.0,Advance,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-284552-NH,Credito,,9788.08,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-608060-HK,Captacion,,3553.04,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-834826-E[,Credito,,8736.82,,,0.0,Premier,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-333957-FW,Credito,,8736.82,,,0.0,Premier,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-193509-J[,Credito,2,6200.63,1000001,,0.0,Premier,,2.7.Uncovered Debt,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-733000-NX,Credito,,6142.3,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-453592-T[,Captacion,,3343.36,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-959534-DY,Credito,,4887.48,,,0.0,Mass,,1.0.Exc_10k,1.0.Exc_10k,1.0.Exc_10k,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-812955-WB,Credito,,4923.43,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-452809-UH,Captacion,,9199.49,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-809026-DV,Credito,,7196.74,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-244729-KS,Captacion,,2515.36,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-541182-WK,Credito,,9999.98,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-560494-TF,Captacion,,2644.97,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-942214-GL,Credito,,3789.77,,,0.0,Advance,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-667377-QW,Captacion,,52.99,,,0.0,Advance,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-347384-[W,Credito,,8964.03,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-649787-IY,Credito,,9692.66,,,0.0,Premier,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-406997-GZ,Credito,,2817.79,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-619667-WX,Credito,,9375.66,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-375425-NP,Credito,,9947.88,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
