CVE_SUC,NOM_SUC,CVE_ZONA,NOM_ZONA,CVE_COORD,NOM_COORD
1881,SUC. SORIANA AEROPUERTO,9932,D DIV RB  SUR,8619,S09 - TAMPICO-VICTORIA
1884,SUC. CENTRAL DE ABASTOS,9610,D DIV RB PENINSULAR,9236,P04 - CANCUN
1885,SUC. BOSQUE DE MINAS,9934,D DIV RB METRO NORTE,5235,MN03 - SANTA FE
1891,SUC. TULCINGO DEL VALLE,9933,D DIV RB  SUR,5218,S01 - PUEBLA
1892,SUC. TORRES LANDA,9931,D DIV RB CENTRO,6204,C01 - LEON
1894,SUC. LOS LAURELES,9610,D DIV RB PENINSULAR,9105,P03 - CHIAPAS
1895,SUC. CHAPUR,9610,D DIV RB PENINSULAR,9217,P01 - MERIDA
1896,SUC. PODER JUDICIAL FEDERAL,4831,D DIV RB METRO SUR,5230,MS01 - ALTAVISTA
1897,SUC. CIUDAD ADMINISTRATIVA,9933,D DIV RB  SUR,5815,S07 - OAXACA
1898,SUC. HUEJOTZINGO,9933,D DIV RB  SUR,5236,S03 - PUEBLA-TLAXCALA
1901,SUC. TABASCO 2000,9610,D DIV RB PENINSULAR,9000,P02 - TABASCO
1913,SUC. GLORIETA JARDINES,6150,D DIV RB OCCIDENTE,6053,O05 - ALTOS JALISCO
1914,SUC. CARDEL,9933,D DIV RB  SUR,8471,S04 - XALAPA
1915,SUC. OUTLET LERMA,9934,D DIV RB METRO NORTE,5207,MN01 - TOLUCA
1920,SUC. COLIMA,9934,D DIV RB METRO NORTE,5224,MN05 - CONDESA ROMA
1932,SUC. BUCERIAS,6150,D DIV RB OCCIDENTE,6050,O04 -GUADALAJARA
1952,SUC. TOLUCA 2000,9934,D DIV RB METRO NORTE,5207,MN01 - TOLUCA
1959,SUC. GRANADA INTERLOMAS,9934,D DIV RB METRO NORTE,5235,MN03 - SANTA FE
1961,SUC. SEVILLA DEL RIO,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA
1964,SUC. DEL PARQUE SANTA FE,9934,D DIV RB METRO NORTE,5235,MN03 - SANTA FE
1966,SUC. LA SOLEDAD,9933,D DIV RB  SUR,5815,S07 - OAXACA
1971,SUC. HUIXQUILUCAN,9934,D DIV RB METRO NORTE,5235,MN03 - SANTA FE
1973,SUC. CATAVINA,6777,D DIV  RB NOROESTE,7611,NO03 - MEXICALI
1976,SUC. CHILUCA,9934,D DIV RB METRO NORTE,5205,MN04 - SATELITE
1977,SUC. ZONA PLATEADA PACHUCA,9934,D DIV RB CENTRO,5908,C06 - PACHUCA
1980,SUC. PLAZA PALMAS,9933,D DIV RB  SUR,5218,S01 - PUEBLA
1982,SUC. PLAZA HOLLYWOOD,9610,D DIV RB PENINSULAR,9236,P04 - CANCUN
1987,SUC. DEL VALLE (ZAPATA),6777,D DIV  RB NOROESTE,7103,NO09 - SINALOA SUR
1991,SUC. PARQUE DELTA,4831,D DIV RB METRO SUR,5202,MS02 - CENTRO
1992,SUC. GALERIAS CUERNAVACA,4831,D DIV RB METRO SUR,5814,MS06 - MORELOS
1998,SUC. ASUNCION,9934,D DIV RB METRO NORTE,5207,MN01 - TOLUCA
3002,SUC. PLAZA SATELITE,9934,D DIV RB METRO NORTE,5205,MN04 - SATELITE
3003,SUC. SUDERMAN,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA
3005,SUC. NIZA,9934,D DIV RB METRO NORTE,5224,MN05 - CONDESA ROMA
3006,SUC. LOMAS PALMAS,9934,D DIV RB METRO NORTE,5235,MN03 - SANTA FE
3009,SUC. GLORIETA VERTIZ,4831,D DIV RB METRO SUR,5202,MS02 - CENTRO
3010,SUC. MANACAR,4831,D DIV RB METRO SUR,5212,MS08 - COYOACAN
3011,SUC. ROMERO DE TERREROS,4831,D DIV RB METRO SUR,5212,MS08 - COYOACAN
3013,SUC. CENTRO COMERCIAL PERISUR,4831,D DIV RB METRO SUR,5214,MS05 - PEDREGAL
3014,SUC. HIDALGO COYOACAN,4831,D DIV RB METRO SUR,5212,MS08 - COYOACAN
3015,SUC. GALERIAS INSURGENTES,4831,D DIV RB METRO SUR,5212,MS08 - COYOACAN
3016,SUC. TORRE ZAFIRO,4831,D DIV RB METRO SUR,5214,MS05 - PEDREGAL
3019,SUC. POLITECNICO,9934,D DIV RB METRO NORTE,5206,MN06 - LINDAVISTA
3020,SUC. MULTIPLAZA ARAGON,9934,D DIV RB METRO NORTE,5209,MN09 - ECATEPEC
3023,SUC. GRANJAS ESMERALDA,4831,D DIV RB METRO SUR,5213,MS09 - IZTAPALAPA
3026,SUC. LOMAS DE TECAMACHALCO,9934,D DIV RB METRO NORTE,5235,MN03 - SANTA FE
3027,SUC. HIDALGO PONIENTE,9934,D DIV RB METRO NORTE,5207,MN01 - TOLUCA
3028,SUC. PASEO TOLLOCAN,9934,D DIV RB METRO NORTE,5207,MN01 - TOLUCA
3031,SUC. LAS ANIMAS,9933,D DIV RB  SUR,8471,S04 - XALAPA
3032,SUC. REFORMA CENTRO,9933,D DIV RB  SUR,5223,S02 - PUEBLA
3042,SUC. CHAMPOTON,9610,D DIV RB PENINSULAR,9308,P05 - PENINSULA
3045,SUC. PLAZA REVOLUCION,6150,D DIV RB OCCIDENTE,6049,O03 - GUADALAJARA
3046,SUC. TERRANOVA,6150,D DIV RB OCCIDENTE,6049,O03 - GUADALAJARA
3048,SUC. PLAZA CAMELINAS,6150,D DIV RB OCCIDENTE,6526,O07 - MORELIA
3051,SUC. PLAZA ARTE,9610,D DIV RB PENINSULAR,9236,P04 - CANCUN
3052,SUC. COLONIA PUERTO JUAREZ,9610,D DIV RB PENINSULAR,9236,P04 - CANCUN
3053,SUC. HOMERO,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA
3054,SUC. BARRANCA INSURGENTES,4831,D DIV RB METRO SUR,5212,MS08 - COYOACAN
3056,SUC. CALLE SESENTA,9610,D DIV RB PENINSULAR,9308,P05 - PENINSULA
3058,SUC.TECNOPARQUE,9934,D DIV RB METRO NORTE,5206,MN06 - LINDAVISTA
3059,SUC. ZARAGOZA,9932,D DIV RB NORTE,8150,N01 - MONTERREY 1
3060,SUC. CAMPESTRE,9610,D DIV RB PENINSULAR,9217,P01 - MERIDA
3073,SUC. SORIANA TEXCOCO,9934,D DIV RB METRO NORTE,5209,MN09 - ECATEPEC
3074,SUC. SAN ISIDRO,6150,D DIV RB OCCIDENTE,6135,O01 - GUADALAJARA
3078,SUC. CIUDAD DEPORTIVA,9610,D DIV RB PENINSULAR,9000,P02 - TABASCO
3079,SUC. PLAZA RIO,9933,D DIV RB  SUR,5219,S05 - VERACRUZ
3080,SUC. SAMARA,9934,D DIV RB METRO NORTE,5235,MN03 - SANTA FE
3555,SUC. PLAZA LAS AMERICAS,9934,D DIV RB METRO NORTE,5209,MN09 - ECATEPEC
3557,SUC. REFORMA PALMERA,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA
3558,SUC.PLAZA GALERIAS GUADALAJARA,6150,D DIV RB OCCIDENTE,6135,O01 - GUADALAJARA
3565,SUC. PODER JUDICIAL PUEBLA,9933,D DIV RB  SUR,5218,S01 - PUEBLA
3690,SUC. PLAZA SAN MARCOS,9934,D DIV RB METRO NORTE,5238,MN07 - CUAUTITLAN
3692,SUC. COLINAS,9932,D DIV RB NORTE,8003,N02 - MONTERREY 2
3693,SUC. JURIQUILLA,9931,D DIV RB CENTRO,6607,C03 - QUERETARO
3694,SUC. VIVENDI,9610,D DIV RB PENINSULAR,9236,P04 - CANCUN
3696,SUC. LAS PALMAS,6777,D DIV  RB NOROESTE,7701,NO10 - CHIHUAHUA CENTRO
3702,SUC. LA HERRADURA,9932,D DIV RB  SUR,8619,S09 - TAMPICO-VICTORIA
3706,SUC. LA CUSPIDE,9934,D DIV RB METRO NORTE,5205,MN04 - SATELITE
3708,SUC. VALLE REAL,6150,D DIV RB OCCIDENTE,6049,O03 - GUADALAJARA
3709,SUC. SAN JOSE,6777,D DIV  RB NOROESTE,7213,NO07 - B.C.S
3727,SUC. PLAYA RIVIERA,9610,D DIV RB PENINSULAR,9236,P04 - CANCUN
3729,SUC. CIRCUITO COLONIAS,9610,D DIV RB PENINSULAR,9217,P01 - MERIDA
3737,SUC. PLAZA SENDERO SAN LUIS,9931,D DIV RB CENTRO,6210,C05 - S.L.P
3803,SUC. PLAZA REFORMA,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA
3804,SUC. ANDARES,6150,D DIV RB OCCIDENTE,6049,O03 - GUADALAJARA
3808,SUC. SAO PAULO,6150,D DIV RB OCCIDENTE,6049,O03 - GUADALAJARA
3809,SUC. SANTA ANITA (JAL),6150,D DIV RB OCCIDENTE,6049,O03 - GUADALAJARA
3816,SUC. INDUSTRIAL NOGALES,6777,D DIV  RB NOROESTE,7075,NO06 - NOGALES
3818,SUC. AJIJIC,6150,D DIV RB OCCIDENTE,6053,O05 - ALTOS JALISCO
3903,SUC. FRANCISCO DE MONTEJO,9610,D DIV RB PENINSULAR,9217,P01 - MERIDA
3917,SUC. ENLACE SORIANA MTY,9932,D DIV RB NORTE,8003,N02 - MONTERREY 2
3939,SUC. TELEVISA SAN ANGEL,4831,D DIV RB METRO SUR,5230,MS01 - ALTAVISTA
3976,TRES RIOS,6777,D DIV  RB NOROESTE,7103,NO09 - SINALOA SUR
3982,PLAZA LAS VILLAS,6150,D DIV RB OCCIDENTE,6049,O03 - GUADALAJARA
6994,SUC. SEGMENTOS REFORMA,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA
