customeraccount,sexo,cp,ciudad,estado,cve_prom,cve_suc,cve_zona,edo_civil
1-500361-GA,F,21240,MEXICALI,BAJA CALIFORNIA,W1452,145,6777.0,S
1-559415-SH,M,91808,VERACRUZ,VERACRUZ DE IGNACIO DE LA LLAVE,V0227,1914,9933.0,C
1-213125-YL,M,3020,BENITO JUAREZ,CIUDAD DE MEXICO,W5378,537,4831.0,C
1-337989-WF,F,11840,MIGUEL HIDALGO,CIUDAD DE MEXICO,V0258,75,9933.0,S
1-387845-FA,F,9350,IZTAPALAPA,CIUDAD DE MEXICO,X1048,1104,4831.0,C
1-537479-Z[,F,35150,LERDO,DURANGO,W2258,225,9932.0,C
1-276965-DP,M,57520,NEZAHUALCOYOTL,MEXICO,W0998,99,9934.0,S
1-508172-OX,M,97050,MERIDA,YUCATAN,Z0604,3060,9610.0,C
1-394683-VZ,M,15410,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,W0994,99,9934.0,S
1-780467-PO,M,76050,QUERETARO,QUERETARO,W0516,51,9934.0,C
1-705783-ZA,F,86000,CENTRO,TABASCO,W0228,22,9934.0,S
1-353906-KO,M,52159,METEPEC,MEXICO,V0539,84,9934.0,C
1-187229-OZ,M,25265,SALTILLO,COAHUILA DE ZARAGOZA,W2378,237,9932.0,S
1-160203-FH,F,86930,BALANCAN,TABASCO,W4164,416,9610.0,C
1-334418-ZD,M,81985,SINALOA,SINALOA,V0477,199,6777.0,C
1-373053-AA,F,44430,GUADALAJARA,JALISCO,X1002,1100,9934.0,S
1-954991-IB,M,22550,TIJUANA,BAJA CALIFORNIA,W1303,130,6777.0,C
1-398000-GC,M,55710,COACALCO,MEXICO,W9018,901,9934.0,S
1-651892-NF,M,52104,SAN MATEO ATENCO,MEXICO,X9528,1952,9934.0,C
1-523602-WV,M,26070,PIEDRAS NEGRAS,COAHUILA DE ZARAGOZA,X0883,1088,9932.0,C
1-524939-ZI,F,97120,MERIDA,YUCATAN,V0446,3060,9610.0,C
1-513897-[P,F,48900,AUTLAN DE NAVARRO,JALISCO,V0324,159,6150.0,S
1-363766-ET,M,8220,IZTACALCO,CIUDAD DE MEXICO,W6281,628,4831.0,U
1-162781-[P,M,67110,GUADALUPE,NUEVO LEON,W7293,729,9932.0,C
1-411912-VV,M,44360,GUADALAJARA,JALISCO,W1152,115,6150.0,C
1-207096-FO,M,44100,GUADALAJARA,JALISCO,W1043,104,6150.0,C
1-524080-VI,M,54467,NICOLAS ROMERO,MEXICO,W0263,26,4831.0,S
1-606996-LE,F,10000,LA MAGDALENA CONTRERAS,CIUDAD DE MEXICO,W0398,39,4831.0,S
1-763783-GJ,F,4340,COYOACAN,CIUDAD DE MEXICO,Z8038,3803,9934.0,C
1-945716-KQ,M,1820,ALVARO OBREGON,CIUDAD DE MEXICO,S9945,6994,9934.0,C
1-345523-BD,F,97130,MERIDA,YUCATAN,Z7295,3729,9610.0,S
1-491320-AY,M,88000,NUEVO LAREDO,TAMAULIPAS,W2683,268,9932.0,C
1-897180-SV,M,48700,EL LIMON,JALISCO,W1611,161,6150.0,C
1-164163-BZ,F,54948,TULTITLAN,MEXICO,W6008,600,9934.0,C
1-511967-MC,M,86100,CENTRO,TABASCO,V0084,350,9610.0,V
1-182380-VS,F,83010,HERMOSILLO,SONORA,W1692,169,6777.0,C
1-184642-LW,F,63035,TEPIC,NAYARIT,W8633,863,6150.0,C
1-500234-QV,F,86930,BALANCAN,TABASCO,W3543,354,9610.0,S
1-528297-KK,F,9810,IZTAPALAPA,CIUDAD DE MEXICO,W0628,62,4831.0,S
1-103638-OW,M,56130,TEXCOCO,MEXICO,W0148,14,9934.0,C
1-882599-LV,M,21390,MEXICALI,BAJA CALIFORNIA,W1418,141,6777.0,S
1-899724-AU,M,55120,ECATEPEC DE MORELOS,MEXICO,V0591,3020,9934.0,C
1-670329-LP,F,14200,TLALPAN,CIUDAD DE MEXICO,Z0169,3016,4831.0,C
1-616020-CA,M,37160,LEON,GUANAJUATO,V1087,411,9931.0,C
1-132366-ZI,M,52938,ATIZAPAN DE ZARAGOZA,MEXICO,X9762,1976,9934.0,C
1-159388-IV,M,56536,IXTAPALUCA,MEXICO,Z0541,3054,4831.0,C
1-849748-U\,F,93390,POZA RICA DE HIDALGO,VERACRUZ DE IGNACIO DE LA LLAVE,V0284,338,9933.0,C
1-800246-FC,M,1780,ALVARO OBREGON,CIUDAD DE MEXICO,W5591,559,4831.0,C
1-511628-XZ,M,89510,CIUDAD MADERO,TAMAULIPAS,X5921,1592,9932.0,C
1-398363-IJ,F,37380,LEON,GUANAJUATO,V0315,275,9931.0,S
1-918583-WL,M,35660,EL ORO,DURANGO,W2332,233,9932.0,C
1-176209-GQ,F,11410,MIGUEL HIDALGO,CIUDAD DE MEXICO,W0995,99,9934.0,S
1-101439-OX,M,47600,TEPATITLAN DE MORELOS,JALISCO,V0329,158,6150.0,C
1-489440-LI,M,45260,IXTLAHUACAN DEL RIO,JALISCO,W1764,176,6150.0,C
1-672884-IO,M,47600,TEPATITLAN DE MORELOS,JALISCO,V0329,158,6150.0,C
1-459248-WL,F,45079,ZAPOPAN,JALISCO,W1189,118,6150.0,C
1-676157-KQ,F,53297,NAUCALPAN,MEXICO,W0998,99,9934.0,C
1-701476-MG,F,37217,LEON,GUANAJUATO,W2783,278,9931.0,C
1-470486-GZ,M,14210,TLALPAN,CIUDAD DE MEXICO,W0602,60,4831.0,S
1-418164-QV,M,33077,DELICIAS,CHIHUAHUA,X1323,1132,6777.0,C
1-250701-MP,F,56585,IXTAPALUCA,MEXICO,W0164,16,9934.0,C
1-424023-XS,M,20230,AGUASCALIENTES,AGUASCALIENTES,W2863,286,9931.0,C
1-276182-UT,F,7800,GUSTAVO A MADERO,CIUDAD DE MEXICO,W0272,27,9934.0,S
1-722014-AD,M,14350,TLALPAN,CIUDAD DE MEXICO,V0700,5,4831.0,C
1-679772-QS,M,13210,TLAHUAC,CIUDAD DE MEXICO,W7571,757,9934.0,C
1-613540-UY,M,63117,TEPIC,NAYARIT,V8164,863,6150.0,C
1-536277-AT,F,31410,CHIHUAHUA,CHIHUAHUA,V0454,750,6777.0,S
1-953457-QA,M,45640,TLAJOMULCO DE ZUNIGA,JALISCO,W1744,174,6150.0,C
1-519569-NV,F,52788,HUIXQUILUCAN,MEXICO,V0575,72,9934.0,C
1-597889-CS,F,91274,PEROTE,VERACRUZ DE IGNACIO DE LA LLAVE,W8784,878,9933.0,C
1-868015-E\,M,36660,IRAPUATO,GUANAJUATO,W2828,282,9931.0,S
1-302791-MU,M,86100,CENTRO,TABASCO,W3472,347,9610.0,C
1-345962-AW,M,36250,GUANAJUATO,GUANAJUATO,W3792,379,9610.0,C
1-294623-VZ,F,3900,BENITO JUAREZ,CIUDAD DE MEXICO,W0093,9,4831.0,S
1-352906-OP,M,6720,CUAUHTEMOC,CIUDAD DE MEXICO,W0128,12,4831.0,S
1-557251-SI,F,48900,AUTLAN DE NAVARRO,JALISCO,W1599,159,6150.0,S
1-638523-IA,F,25000,SALTILLO,COAHUILA DE ZARAGOZA,W9498,949,9934.0,S
1-550666-SG,F,21290,MEXICALI,BAJA CALIFORNIA,W1492,149,6777.0,C
1-288613-JC,M,55870,ACOLMAN,MEXICO,W0652,65,9934.0,C
1-156747-CI,M,76020,SANTIAGO DE QUERETARO,QUERETARO,W3722,372,9931.0,C
1-601011-GW,F,92830,TUXPAM,VERACRUZ DE IGNACIO DE LA LLAVE,V0292,342,9933.0,C
1-529386-FL,F,23020,LA PAZ,BAJA CALIFORNIA SUR,W1955,195,6777.0,C
1-296657-PF,M,45030,ZAPOPAN,JALISCO,Z8044,3804,6150.0,S
1-700378-QW,M,64700,MONTERREY,NUEVO LEON,W3988,398,9932.0,S
1-975658-IU,F,76000,QUERETARO,QUERETARO,V0087,370,9931.0,C
1-375505-OE,M,9200,IZTAPALAPA,CIUDAD DE MEXICO,W0998,99,9934.0,C
1-103861-KQ,M,82120,MAZATLAN,SINALOA,W2038,203,6777.0,S
1-149504-NQ,F,88900,RIO BRAVO,TAMAULIPAS,V0214,260,9932.0,C
1-466176-OX,F,2100,AZCAPOTZALCO,CIUDAD DE MEXICO,Z0583,3058,9934.0,C
1-343060-UZ,F,62000,CUERNAVACA,MORELOS,V0217,85,4831.0,S
1-865071-AW,M,45050,ZAPOPAN,JALISCO,W0998,99,9934.0,S
1-854407-IV,M,45150,ZAPOPAN,JALISCO,W0522,52,9934.0,C
1-899611-LC,F,86059,CENTRO,TABASCO,W4168,416,9610.0,S
1-504952-FP,F,58195,MORELIA,MICHOACAN DE OCAMPO,W0932,93,4831.0,C
1-863788-[Z,F,95260,ALVARADO,VERACRUZ,W3368,336,9933.0,S
1-601202-TF,M,16070,XOCHIMILCO,CIUDAD DE MEXICO,V0582,3002,9934.0,C
1-367084-UT,M,86650,COMALCALCO,TABASCO,W3528,352,9610.0,S
1-156168-WW,F,7460,GUSTAVO A MADERO,CIUDAD DE MEXICO,W0278,27,9934.0,S
1-749566-YK,F,22500,TIJUANA,BAJA CALIFORNIA,W1322,132,6777.0,C
1-151206-EC,M,35150,LERDO,DURANGO,W2302,230,9932.0,C
1-176392-WX,M,72580,PUEBLA,PUEBLA,V8169,779,9933.0,C
1-742446-PC,F,44750,GUADALAJARA,JALISCO,X1002,1100,9934.0,S
1-249375-MI,M,48760,TONAYA,JALISCO,W1673,167,6150.0,C
1-524936-T[,F,14370,TLALPAN,CIUDAD DE MEXICO,W0014,1,4831.0,S
1-445247-B\,M,9890,IZTAPALAPA,CIUDAD DE MEXICO,W0192,19,9934.0,S
1-915558-GF,F,37178,LEON,GUANAJUATO,W2843,284,9931.0,C
1-255293-IX,F,53160,NAUCALPAN,MEXICO,W0994,99,9934.0,C
1-953310-VJ,F,21379,MEXICALI,BAJA CALIFORNIA,W1443,144,6777.0,S
1-171498-MY,F,14120,TLALPAN,CIUDAD DE MEXICO,W5801,580,4831.0,C
1-756042-PF,M,67150,GUADALUPE,NUEVO LEON,W4213,421,9932.0,C
1-954151-IO,F,74630,EPATLAN,PUEBLA,W3194,319,9933.0,C
1-823613-VP,M,9200,IZTAPALAPA,CIUDAD DE MEXICO,W0173,17,9934.0,S
1-870671-BK,M,11350,MIGUEL HIDALGO,CIUDAD DE MEXICO,W0222,22,9934.0,S
1-696944-HQ,M,73160,HUAUCHINANGO,PUEBLA,W3272,327,9933.0,C
1-602944-UE,M,2240,AZCAPOTZALCO,CIUDAD DE MEXICO,W0994,99,9934.0,C
1-409243-RT,F,48050,AYUTLA,JALISCO,W1702,170,6150.0,S
1-850761-JQ,M,31214,CHIHUAHUA,CHIHUAHUA,V0574,219,6777.0,C
1-335835-HL,F,44600,GUADALAJARA,JALISCO,Z0154,3015,4831.0,S
1-462327-HW,M,44100,GUADALAJARA,JALISCO,W1043,104,6150.0,S
1-928932-FH,M,31217,CHIHUAHUA,CHIHUAHUA,V0447,747,6777.0,C
1-224438-VW,M,72574,PUEBLA,PUEBLA,W3148,314,9933.0,C
1-810578-PX,M,88260,NUEVO LAREDO,TAMAULIPAS,V8161,268,9932.0,C
1-782033-TS,F,4310,COYOACAN,CIUDAD DE MEXICO,Z0113,3011,4831.0,S
1-834936-HX,M,52740,OCOYOACAC,MEXICO,W0164,16,9934.0,S
1-664293-JQ,F,22206,TIJUANA,BAJA CALIFORNIA,W1322,132,6777.0,S
1-687536-UM,M,47270,ENCARNACION DE DIAZ,JALISCO,W1563,156,9931.0,S
1-506872-LB,M,34220,DURANGO,DURANGO,W2204,220,9932.0,C
1-394585-FS,F,45120,ZAPOPAN,JALISCO,X9013,1901,9610.0,C
1-526937-SS,M,5100,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,W0995,99,9934.0,S
1-845370-YQ,F,52220,CALIMAYA,MEXICO,W0652,65,9934.0,C
1-748583-ZT,F,3650,BENITO JUAREZ,CIUDAD DE MEXICO,V0606,3009,4831.0,D
1-358983-TT,M,27100,TORREON,COAHUILA DE ZARAGOZA,V0123,424,9932.0,C
1-261793-YP,M,29066,TUXTLA GUTIERREZ,CHIAPAS,W8532,853,9610.0,C
1-677281-BR,M,60330,LOS REYES,MICHOACAN DE OCAMPO,W2975,297,6150.0,S
1-282353-SF,M,6720,CUAUHTEMOC,CIUDAD DE MEXICO,V0041,274,9931.0,C
1-131968-VC,F,15400,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,W0998,99,9934.0,S
1-909248-WA,F,3230,BENITO JUAREZ,CIUDAD DE MEXICO,V0055,26,4831.0,S
1-190617-FR,M,37340,LEON,GUANAJUATO,W4141,414,9931.0,U
1-148148-JE,M,66240,SAN PEDRO GARZA GARCIA,NUEVO LEON,W2378,237,9932.0,C
1-362789-SL,M,77025,OTHON P BLANCO,QUINTANA ROO,W3795,379,9610.0,C
1-133017-UO,F,45640,TLAJOMULCO DE ZUNIGA,JALISCO,W1744,174,6150.0,S
1-952442-XQ,F,6100,CUAUHTEMOC,CIUDAD DE MEXICO,W5942,594,9934.0,S
1-887713-GJ,M,44600,GUADALAJARA,JALISCO,W1068,106,6150.0,C
1-124715-XJ,F,48312,PUERTO VALLARTA,JALISCO,W1182,118,6150.0,C
1-161999-XJ,F,34000,DURANGO,DURANGO,W2202,220,9932.0,C
1-285251-QZ,F,3000,BENITO JUAREZ,CIUDAD DE MEXICO,W0522,52,9934.0,S
1-626469-OJ,M,85160,CAJEME,SONORA,W1804,180,6777.0,C
1-979750-[[,F,14269,TLALPAN,CIUDAD DE MEXICO,W5701,570,4831.0,C
1-938806-AF,F,81259,AHOME,SINALOA,V0485,871,6777.0,C
1-780320-UQ,M,68050,OAXACA DE JUAREZ,OAXACA,W4225,422,9933.0,C
1-756251-ET,F,22700,PLAYAS DE ROSARITO,BAJA CALIFORNIA,W1018,101,6777.0,C
1-599386-K[,F,7580,GUSTAVO A MADERO,CIUDAD DE MEXICO,Z0038,3003,9934.0,S
1-242821-AE,M,94472,FORTIN,VERACRUZ DE IGNACIO DE LA LLAVE,V0291,341,9933.0,C
1-869593-BQ,M,55726,COACALCO DE BERRIOZABAL,MEXICO,V0651,99,9934.0,C
1-732925-CY,F,48050,AYUTLA,JALISCO,W1701,170,6150.0,S
1-453201-OG,M,62757,CUAUTLA,MORELOS,V0109,86,4831.0,S
1-893906-XW,F,97299,MERIDA,YUCATAN,Z0601,3060,9610.0,C
1-259830-ZU,F,62260,CUERNAVACA,MORELOS,W0852,85,4831.0,C
1-288266-DC,F,44270,GUADALAJARA,JALISCO,W1124,112,6150.0,C
1-500938-XF,M,62540,TLAYACAPAN,MORELOS,Z0101,3010,4831.0,C
1-748104-UP,F,31210,CHIHUAHUA,CHIHUAHUA,W7503,750,6777.0,C
1-671560-IQ,M,62450,CUERNAVACA,MORELOS,W0121,12,4831.0,C
1-251383-W\,F,7600,GUSTAVO A MADERO,CIUDAD DE MEXICO,W0998,99,9934.0,S
1-488700-ND,F,62743,CUAUTLA,MORELOS,W0888,88,4831.0,S
1-426859-MC,M,45315,TALA,JALISCO,W1741,174,6150.0,S
1-129868-AR,F,45178,ZAPOPAN,JALISCO,Z8083,3808,6150.0,C
1-361823-QJ,F,53310,NAUCALPAN,MEXICO,W3623,362,9934.0,V
1-403056-WP,M,25290,SALTILLO,COAHUILA DE ZARAGOZA,W2428,242,9932.0,C
1-688378-NZ,F,31770,NUEVO CASAS GRANDES,CHIHUAHUA,W2058,205,6777.0,S
1-882902-VI,M,39890,ACAPULCO DE JUAREZ,GUERRERO,W1123,112,6150.0,C
1-226450-PL,M,11590,MIGUEL HIDALGO,CIUDAD DE MEXICO,W5113,511,9934.0,S
1-644092-XZ,M,14050,TLALPAN,CIUDAD DE MEXICO,W3788,378,9610.0,S
1-831506-[Z,F,77500,BENITO JUAREZ,QUINTANA ROO,V0298,1234,9610.0,C
1-729423-CV,M,54080,TLALNEPANTLA DE BAZ,MEXICO,W0283,28,4831.0,S
1-213831-TE,F,72000,PUEBLA,PUEBLA,W1962,196,9933.0,S
1-206190-EK,M,85440,GUAYMAS,SONORA,W1878,187,6777.0,C
1-174984-WG,M,48050,AYUTLA,JALISCO,W1702,170,6150.0,C
1-891478-NX,M,47180,ARANDAS,JALISCO,W1628,162,6150.0,C
1-132754-KM,F,47170,SAN JULIAN,JALISCO,W1653,165,6150.0,S
1-914942-GM,F,85010,CAJEME,SONORA,W1828,182,6777.0,C
1-733535-DB,F,53100,NAUCALPAN,MEXICO,V0519,494,9934.0,C
1-954522-IM,F,22940,ENSENADA,BAJA CALIFORNIA,W1391,139,6777.0,S
1-783588-YN,M,67174,GUADALUPE,NUEVO LEON,W4028,402,9932.0,C
1-658140-YY,F,67451,CADEREYTA JIMENEZ,NUEVO LEON,W5292,529,9932.0,C
1-295090-FS,M,9819,IZTAPALAPA,CIUDAD DE MEXICO,W0995,99,9934.0,S
1-472589-TN,F,72520,PUEBLA,PUEBLA,W4821,482,9933.0,V
1-880318-VU,M,7360,GUSTAVO A MADERO,CIUDAD DE MEXICO,V0004,40,9934.0,C
1-874976-BP,F,3720,BENITO JUAREZ,CIUDAD DE MEXICO,W0158,15,4831.0,C
1-436144-ZO,M,53840,NAUCALPAN,MEXICO,W0128,12,4831.0,C
1-217690-QC,M,45010,ZAPOPAN,JALISCO,X1002,1100,9934.0,C
1-510436-Y\,M,11800,MIGUEL HIDALGO,CIUDAD DE MEXICO,V0005,63,4831.0,C
1-649892-W[,M,7300,GUSTAVO A MADERO,CIUDAD DE MEXICO,W0408,40,9934.0,S
1-260935-YL,F,55130,ECATEPEC,MEXICO,W0995,99,9934.0,C
1-250709-SD,F,35760,RODEO,DURANGO,V0211,222,9932.0,C
1-328049-NL,M,54054,TLALNEPANTLA,MEXICO,W0998,99,9934.0,S
1-802824-HF,F,49700,SAN GABRIEL,JALISCO,W1662,166,6150.0,C
1-273078-BD,F,89450,CIUDAD MADERO,TAMAULIPAS,X5923,1592,9932.0,C
1-438830-ZG,M,47170,SAN JULIAN,JALISCO,V0606,400,9931.0,C
1-746169-KX,F,85140,CAJEME,SONORA,W1813,181,6777.0,S
1-992728-[G,F,14410,TLALPAN,CIUDAD DE MEXICO,W0158,15,4831.0,C
1-547012-CD,M,44860,GUADALAJARA,JALISCO,W1198,119,6150.0,C
1-642186-TL,F,52930,ATIZAPAN DE ZARAGOZA,MEXICO,V0009,1976,9934.0,C
1-726065-DJ,F,72420,PUEBLA,PUEBLA,X1082,1108,9933.0,S
1-149428-FW,M,37138,LEON,GUANAJUATO,W1932,193,6777.0,C
1-730018-HP,M,62170,CUERNAVACA,MORELOS,X6708,1670,4831.0,C
1-872532-FE,F,66475,SAN NICOLAS DE LOS GARZA,NUEVO LEON,W2521,252,9932.0,C
1-579128-QJ,M,11000,MIGUEL HIDALGO,CIUDAD DE MEXICO,V0076,52,9934.0,D
1-539151-WM,M,2600,AZCAPOTZALCO,CIUDAD DE MEXICO,W0994,99,9934.0,C
1-840738-[Q,M,36500,IRAPUATO,GUANAJUATO,W2258,225,9932.0,S
1-374579-AH,M,8220,IZTACALCO,CIUDAD DE MEXICO,W0243,24,4831.0,S
1-138922-CP,M,6500,CUAUHTEMOC,CIUDAD DE MEXICO,W0443,44,4831.0,S
1-499870-XO,M,11650,MIGUEL HIDALGO,CIUDAD DE MEXICO,S9945,6994,9934.0,C
1-969018-XA,F,48940,CASIMIRO CASTILLO,JALISCO,X1902,1190,6150.0,S
1-612337-WV,M,58049,MORELIA,MICHOACAN DE OCAMPO,V0158,300,6150.0,C
1-844954-JM,M,62270,CUERNAVACA,MORELOS,W0865,86,4831.0,S
1-748309-B\,M,16034,XOCHIMILCO,CIUDAD DE MEXICO,V0500,1006,4831.0,C
1-594798-EP,M,39906,ACAPULCO DE JUAREZ,GUERRERO,W5091,509,9933.0,C
1-917681-IB,M,2080,AZCAPOTZALCO,CIUDAD DE MEXICO,V0551,26,4831.0,C
1-262163-AE,F,25280,SALTILLO,COAHUILA DE ZARAGOZA,W2392,239,9932.0,C
1-238373-AN,M,14650,TLALPAN,CIUDAD DE MEXICO,W0073,7,9934.0,C
1-502870-CJ,F,76000,SANTIAGO DE QUERETARO,QUERETARO,W1513,151,9931.0,C
1-301239-KD,F,27000,TORREON,COAHUILA DE ZARAGOZA,W4248,424,9932.0,S
1-897194-WY,F,45260,IXTLAHUACAN DEL RIO,JALISCO,V0661,176,6150.0,C
1-915949-SP,F,29290,SN CRISTOBAL DE LAS CASA,CHIAPAS,W3672,367,9610.0,C
1-382070-EX,M,23445,LOS CABOS,BAJA CALIFORNIA SUR,V8165,976,6777.0,C
1-823036-LD,F,29200,SAN CRISTOBAL DE LAS CASA,CHIAPAS,W3678,367,9610.0,C
1-660423-UV,M,22056,TIJUANA,BAJA CALIFORNIA,V1041,135,6777.0,C
1-864822-IG,F,16020,XOCHIMILCO,CIUDAD DE MEXICO,W5968,596,4831.0,C
1-460908-DH,M,45030,ZAPOPAN,JALISCO,W1009,100,6150.0,S
1-335950-QL,M,11550,MIGUEL HIDALGO,CIUDAD DE MEXICO,W0954,95,9934.0,S
1-532608-VR,M,44270,GUADALAJARA,JALISCO,W1223,122,6150.0,C
1-729223-TT,M,45080,ZAPOPAN,JALISCO,W1068,106,6150.0,C
1-882993-AX,F,53100,NAUCALPAN DE JUAREZ,MEXICO,W9821,982,9934.0,C
1-782627-KE,F,58000,MORELIA,MICHOACAN DE OCAMPO,W4984,498,4831.0,C
1-682503-FA,F,8830,IZTACALCO,CIUDAD DE MEXICO,W0012,1,4831.0,S
1-391734-JC,F,22830,ENSENADA,BAJA CALIFORNIA,W1372,137,6777.0,C
1-730901-SI,M,3020,BENITO JUAREZ,CIUDAD DE MEXICO,W0408,40,9934.0,C
1-298871-PL,M,97700,TIZIMIN,YUCATAN,W3802,380,9610.0,S
1-476016-AJ,M,32460,JUAREZ,CHIHUAHUA,O9276,744,6777.0,C
1-848972-VA,M,44520,GUADALAJARA,JALISCO,V0106,464,6150.0,C
1-903646-YV,M,75190,SAN JUAN ATENCO,PUEBLA,W4613,461,9933.0,C
1-688532-WL,F,38080,CELAYA,GUANAJUATO,W3041,304,9931.0,C
1-167532-ZA,M,44980,GUADALAJARA,JALISCO,W1183,118,6150.0,C
1-855862-NC,M,62010,CUERNAVACA,MORELOS,W0852,85,4831.0,C
1-710035-RH,F,98615,GUADALUPE,ZACATECAS,W8268,826,9931.0,S
1-296390-TW,M,44200,GUADALAJARA,JALISCO,W1082,108,6150.0,C
1-855522-JC,F,4950,COYOACAN,CIUDAD DE MEXICO,V0695,71,4831.0,C
1-973127-IY,M,64810,MONTERREY,NUEVO LEON,V0458,248,9932.0,C
1-185565-VZ,M,66000,GARCIA,NUEVO LEON,W2523,252,9932.0,S
1-379946-MX,M,87102,VICTORIA,TAMAULIPAS,W2718,271,9932.0,S
1-237517-U[,M,91779,VERACRUZ,VERACRUZ DE IGNACIO DE LA LLAVE,V0190,337,9933.0,C
1-789294-NE,M,45900,CHAPALA,JALISCO,W1009,100,6150.0,C
1-595174-QZ,M,55490,ECATEPEC,MEXICO,W0452,45,9934.0,C
1-516877-PY,M,81240,AHOME,SINALOA,W1983,198,6777.0,C
1-655075-BJ,M,31203,CHIHUAHUA,CHIHUAHUA,W2193,219,6777.0,C
1-984855-UM,F,86800,TEAPA,TABASCO,W3578,357,9610.0,C
1-960127-LG,M,58240,MORELIA,MICHOACAN DE OCAMPO,W3018,301,6150.0,C
1-314755-TN,F,83449,SAN LUIS RIO COLORADO,SONORA,W1478,147,6777.0,S
1-182621-ZZ,M,21620,MEXICALI,BAJA CALIFORNIA,V0104,149,6777.0,C
1-892519-QJ,M,14370,TLALPAN,CIUDAD DE MEXICO,W0291,29,4831.0,C
1-233293-XZ,M,72501,PUEBLA,PUEBLA,W3154,315,9933.0,C
1-933455-[K,F,47600,TEPATITLAN DE MORELOS,JALISCO,X9133,1913,6150.0,S
1-905029-PC,F,54160,TLALNEPANTLA,MEXICO,W0998,99,9934.0,S
1-523249-WP,F,52786,HUIXQUILUCAN,MEXICO,V8155,3026,9934.0,S
1-498887-QC,M,94294,BOCA DEL RIO,VERACRUZ DE IGNACIO DE LA LLAVE,V0190,337,9933.0,C
1-891697-LK,M,10200,LA MAGDALENA CONTRERAS,CIUDAD DE MEXICO,W0638,63,4831.0,S
1-326949-XE,M,44730,GUADALAJARA,JALISCO,W4673,467,6150.0,C
1-278695-LM,F,14310,TLALPAN,CIUDAD DE MEXICO,W6432,643,4831.0,S
1-386957-WW,M,72380,PUEBLA,PUEBLA,W4824,482,9933.0,C
1-681772-CX,F,22206,TIJUANA,BAJA CALIFORNIA,V8158,659,6777.0,C
1-858362-HJ,M,22940,ENSENADA,BAJA CALIFORNIA,W0012,1,4831.0,S
1-461966-HY,M,60950,LAZARO CARDENAS,MICHOACAN DE OCAMPO,W1860,186,6150.0,C
1-524565-AR,F,5200,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,W8352,835,4831.0,C
1-956600-RQ,M,32030,JUAREZ,CHIHUAHUA,V0467,209,6777.0,S
1-908131-ED,M,50250,TOLUCA,MEXICO,V0228,524,9934.0,C
1-550968-RW,M,45030,ZAPOPAN,JALISCO,X1002,1100,9934.0,C
1-857758-TP,M,53124,NAUCALPAN,MEXICO,W0994,99,9934.0,S
1-397660-KA,M,21230,MEXICALI,BAJA CALIFORNIA,W1452,145,6777.0,C
1-415848-XQ,M,22540,TIJUANA,BAJA CALIFORNIA,V0130,134,6777.0,C
1-243343-KW,F,50120,TOLUCA,MEXICO,W5608,560,9934.0,C
1-262018-WS,F,7969,GUSTAVO A MADERO,CIUDAD DE MEXICO,W6398,639,9934.0,S
1-150014-M[,M,44630,GUADALAJARA,JALISCO,V0247,120,6150.0,C
1-986684-SW,F,4810,COYOACAN,CIUDAD DE MEXICO,V0054,26,4831.0,C
1-301865-AK,M,29160,CHIAPA DE CORZO,CHIAPAS,W3652,365,9610.0,S
1-768496-FZ,F,97117,MERIDA,YUCATAN,Z0602,3060,9610.0,C
1-374319-SM,M,73800,TEZIUTLAN,PUEBLA,W8782,878,9933.0,C
1-957742-LB,F,45080,ZAPOPAN,JALISCO,W1183,118,6150.0,C
1-976614-MD,M,45280,IXTLAHUACAN DEL RIO,JALISCO,W1761,176,6150.0,C
1-922659-CI,F,1150,ALVARO OBREGON,CIUDAD DE MEXICO,W0994,99,9934.0,S
1-576696-SK,F,21280,MEXICALI,BAJA CALIFORNIA,W1492,149,6777.0,C
1-284202-UF,M,9030,IZTAPALAPA,CIUDAD DE MEXICO,W0995,99,9934.0,S
1-744027-TA,F,97070,MERIDA,YUCATAN,V0479,895,9610.0,C
1-477238-NI,M,74042,SAN MARTIN TEXMELUCAN,PUEBLA,W3248,324,9933.0,C
1-262668-OR,M,31527,CUAUHTEMOC,CHIHUAHUA,W2148,214,6777.0,C
1-255737-VB,F,45238,ZAPOPAN,JALISCO,V0421,118,6150.0,C
1-353804-II,F,4250,COYOACAN,CIUDAD DE MEXICO,V0367,547,4831.0,C
1-700436-T[,F,35150,LERDO,DURANGO,W8101,810,9932.0,V
1-598051-VD,F,64619,MONTERREY,NUEVO LEON,V5006,454,9932.0,S
1-365753-ZT,M,31120,CHIHUAHUA,CHIHUAHUA,W0995,99,9934.0,C
1-339358-[O,M,52784,HUIXQUILUCAN,MEXICO,W0263,26,4831.0,S
1-818878-QO,M,52947,ATIZAPAN DE ZARAGOZA,MEXICO,W0537,53,9934.0,S
1-785762-HK,M,45130,ZAPOPAN,JALISCO,X1002,1100,9934.0,S
1-872879-GT,M,48900,AUTLAN DE NAVARRO,JALISCO,W1599,159,6150.0,C
1-105896-XX,M,91727,VERACRUZ,VERACRUZ DE IGNACIO DE LA LLAVE,W3368,336,9933.0,C
