customeraccount,sexo,cp,ciudad,estado,cve_prom,cve_suc,cve_zona,edo_civil,CVE_SUC,NOM_SUC,CVE_ZONA,NOM_ZONA,CVE_COORD,NOM_COORD,latitud,longitud
1-269321-AX,M,44270,GUADALAJARA,JALISCO,W1214,121,6150.0,C,121,SUC. INDEPENDENCIA,6150,D DIV RB OCCIDENTE,6056,O02 - GUADALAJARA,20.6983507,-103.3400033
1-258716-TZ,F,28860,MANZANILLO,COLIMA,W1848,184,6150.0,C,184,SUC. SANTIAGO COLIMA,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,19.119007,-104.356248
1-825850-J[,F,86050,CENTRO,TABASCO,W3523,352,9610.0,S,352,SUC. RUIZ CORTINEZ,9610,D DIV RB PENINSULAR,9000,P02 - TABASCO,17.9968261,-92.940802
1-436799-FC,F,76804,SAN JUAN DEL RIO,QUERETARO,W0102,10,9934.0,S,10,SUC. SAN COSME,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA,20.3990767,-99.957061
1-571075-[C,F,5120,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,W4463,446,9933.0,C,446,SUC.RUIZ CORTINEZ,9933,D DIV RB  SUR,5219,S05 - VERACRUZ,19.3920486,-99.2488971
1-772113-Q\,M,1820,ALVARO OBREGON,CIUDAD DE MEXICO,W5762,576,4831.0,C,576,SUC. PLAZA ESTRELLA,4831,D DIV RB METRO SUR,5215,MS07 - XOCHIMILCO,19.3403641,-99.2630303
1-440315-ZK,F,7730,GUSTAVO A MADERO,CIUDAD DE MEXICO,W0404,40,9934.0,S,40,SUC. LINDAVISTA,9934,D DIV RB METRO NORTE,5206,MN06 - LINDAVISTA,19.4948155,-99.1445014
1-556288-K\,F,54050,TLALNEPANTLA DE BAZ,MEXICO,V0651,99,9934.0,C,99,SUC. TORRE HSBC,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA,19.5326115,-99.2261899
1-885106-XL,M,90540,TERRENATE,TLAXCALA,W0602,60,4831.0,C,60,SUC. CENTRAL DE ABASTOS,4831,D DIV RB METRO SUR,5226,MS10 - AEROPUERTO,19.4736671,-97.9223672
1-532123-CV,M,44670,GUADALAJARA,JALISCO,V0382,3558,6150.0,C,3558,SUC.PLAZA GALERIAS GUADALAJARA,6150,D DIV RB OCCIDENTE,6135,O01 - GUADALAJARA,20.6820316,-103.3953784
1-925937-VY,F,1810,ALVARO OBREGON,CIUDAD DE MEXICO,W0573,57,4831.0,C,57,SUC. AXOMIATLA,4831,D DIV RB METRO SUR,5230,MS01 - ALTAVISTA,19.338811,-99.257726
1-670441-ZT,M,47000,SAN JUAN DE LOS LAGOS,JALISCO,V0648,155,6150.0,C,155,SUC. SAN JUAN DE LOS LAGOS,6150,D DIV RB OCCIDENTE,6053,O05 - ALTOS JALISCO,21.2465327,-102.3334216
1-443505-C\,M,48740,EL GRULLO,JALISCO,V0332,161,6150.0,C,161,SUC. EL GRULLO,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,19.8087296,-104.2147854
1-567537-BN,F,44660,GUADALAJARA,JALISCO,W1223,122,6150.0,C,122,SUC. FEDERALISMO,6150,D DIV RB OCCIDENTE,6056,O02 - GUADALAJARA,20.6955509,-103.3986312
1-625561-U[,M,52925,ATIZAPAN DE ZARAGOZA,MEXICO,V0649,68,9934.0,C,68,SUC. VILLAS DE LA HACIENDA,9934,D DIV RB METRO NORTE,5238,MN07 - CUAUTITLAN,19.5827475,-99.2339032
1-408436-XV,M,47460,LAGOS DE MORENO,JALISCO,W0098,9,4831.0,C,9,SUC. TACUBAYA,4831,D DIV RB METRO SUR,5231,MS03 - FELIX CUEVAS,21.3551866,-101.9456323
1-495254-MK,F,21389,MEXICALI,BAJA CALIFORNIA,W4524,452,6777.0,C,452,SUC. VILLAFONTANA,6777,D DIV  RB NOROESTE,7611,NO03 - MEXICALI,32.6158149,-115.4523301
1-437472-YV,M,48918,AUTLAN DE NAVARRO,JALISCO,W1612,161,6150.0,C,161,SUC. EL GRULLO,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,19.7173586,-104.201
1-685843-CN,M,78370,SAN LUIS POTOSI,SAN LUIS POTOSI,W2885,288,9931.0,S,288,SUC. CENTRO SLP,9931,D DIV RB CENTRO,6210,C05 - S.L.P,22.1187825,-100.9394914
1-726225-XR,M,45020,ZAPOPAN,JALISCO,Z8044,3804,6150.0,C,3804,SUC. ANDARES,6150,D DIV RB OCCIDENTE,6049,O03 - GUADALAJARA,20.6762551,-103.427321
1-629859-VL,M,89450,CIUDAD MADERO,TAMAULIPAS,V0359,272,9932.0,C,272,SUC. CD. MADERO,9932,D DIV RB  SUR,8619,S09 - TAMPICO-VICTORIA,22.2490888,-97.8440006
1-493724-GT,F,6470,CUAUHTEMOC,CIUDAD DE MEXICO,W0102,10,9934.0,V,10,SUC. SAN COSME,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA,19.4374397,-99.1612754
1-383230-RR,M,95264,ALVARADO,VERACRUZ DE IGNACIO DE LA LLAVE,V0190,337,9933.0,C,337,SUC. PLAZA MOCAMBO,9933,D DIV RB  SUR,5219,S05 - VERACRUZ,19.0559554,-96.0592917
1-948654-TP,M,11500,MIGUEL HIDALGO,CIUDAD DE MEXICO,V0135,41,9934.0,S,41,SUC. REFORMA,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA,19.4437197,-99.2072003
1-591942-FE,F,7540,GUSTAVO A MADERO,CIUDAD DE MEXICO,V5030,27,9934.0,S,27,SUC. VILLA,9934,D DIV RB METRO NORTE,5206,MN06 - LINDAVISTA,19.4871888,-99.0872154
1-869967-JK,F,7730,GUSTAVO A MADERO,CIUDAD DE MEXICO,X9913,1991,4831.0,S,1991,SUC. PARQUE DELTA,4831,D DIV RB METRO SUR,5202,MS02 - CENTRO,19.4948155,-99.1445014
1-383433-QT,F,48946,CASIMIRO CASTILLO,JALISCO,W1009,100,6150.0,S,100,SUC. OFICINA CENTRAL GUADALAJA,6150,D DIV RB OCCIDENTE,6049,O03 - GUADALAJARA,19.5515861,-104.4798023
1-871921-ND,M,22249,TIJUANA,BAJA CALIFORNIA,V0573,132,6777.0,S,132,SUC. PLAYAS,6777,D DIV  RB NOROESTE,7489,NO02 - PACIFICO NORTE,23.952824990000067,-102.54835341899997
1-630783-XW,F,55030,ECATEPEC,MEXICO,S9944,6994,9934.0,S,6994,SUC. SEGMENTOS REFORMA,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA,19.593826,-99.0501263
1-914264-DS,F,25700,MONCLOVA,COAHUILA DE ZARAGOZA,X6348,1634,9932.0,C,1634,SUC. MALL SAN PEDRO,9932,D DIV RB NORTE,8003,N02 - MONTERREY 2,26.8956551,-101.4196718
1-514906-C[,M,76070,QUERETARO,QUERETARO,W0998,99,9934.0,C,99,SUC. TORRE HSBC,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA,20.573984,-100.3783381
1-186041-OG,F,10400,LA MAGDALENA CONTRERAS,CIUDAD DE MEXICO,W0261,26,4831.0,C,26,SUC. GUARDIOLA,4831,D DIV RB METRO SUR,5202,MS02 - CENTRO,19.3171009,-99.225305
1-474017-NU,M,48740,EL GRULLO,JALISCO,W1612,161,6150.0,C,161,SUC. EL GRULLO,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,19.8087296,-104.2147854
1-746133-YK,F,45260,IXTLAHUACAN DEL RIO,JALISCO,V0661,176,6150.0,C,176,SUC. IXTLAHUACAN,6150,D DIV RB OCCIDENTE,6053,O05 - ALTOS JALISCO,20.863251,-103.239534
1-363134-DT,M,34000,DURANGO,DURANGO,V0065,220,9932.0,C,220,SUC. CENTRO DURANGO,9932,D DIV RB NORTE,7903,N11 - DURANGO,24.024701,-104.6612345
1-910305-SE,M,90500,HUAMANTLA,TLAXCALA,W3283,328,9933.0,S,328,SUC. HUAMANTLA,9933,D DIV RB  SUR,5236,S03 - PUEBLA-TLAXCALA,19.3136011,-97.9221877
1-233880-ZU,M,45640,TLAJOMULCO DE ZUNIGA,JALISCO,V0246,174,6150.0,C,174,SUC. TLAJOMULCO,6150,D DIV RB OCCIDENTE,6056,O02 - GUADALAJARA,20.4761905,-103.4428076
1-841304-XF,M,84050,NOGALES,SONORA,V0156,1630,6777.0,C,1630,SUC. RITO,6777,D DIV  RB NOROESTE,7075,NO06 - NOGALES,31.3182483,-110.9550573
1-179126-AC,M,91919,VERACRUZ,VERACRUZ DE IGNACIO DE LA LLAVE,X6348,1634,9932.0,C,1634,SUC. MALL SAN PEDRO,9932,D DIV RB NORTE,8003,N02 - MONTERREY 2,19.170405,-96.126747
1-963575-AC,F,49600,ZAPOTILTIC,JALISCO,W1571,157,6150.0,S,157,SUC. ZAPOTILTIC,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,19.6302845,-103.4234268
1-570750-EN,M,21376,MEXICALI,BAJA CALIFORNIA,W1492,149,6777.0,C,149,SUC. CENTRO CIVICO,6777,D DIV  RB NOROESTE,7611,NO03 - MEXICALI,32.6425978,-115.3808824
1-271559-LK,M,1630,ALVARO OBREGON,CIUDAD DE MEXICO,W0998,99,9934.0,U,99,SUC. TORRE HSBC,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA,19.3560291,-99.2318386
1-719211-XC,M,62605,MIACATLAN,MORELOS,W0173,17,9934.0,S,17,SUC. ZONA ROSA,9934,D DIV RB METRO NORTE,5224,MN05 - CONDESA ROMA,18.7872054,-99.2964447
1-636324-AW,M,27250,TORREON,COAHUILA DE ZARAGOZA,W8108,810,9932.0,C,810,SUC. COLON,9932,D DIV RB NORTE,8727,N09 - TORREON,25.5314711,-103.4082546
1-234376-KP,M,1800,ALVARO OBREGON,CIUDAD DE MEXICO,W0573,57,4831.0,D,57,SUC. AXOMIATLA,4831,D DIV RB METRO SUR,5230,MS01 - ALTAVISTA,19.3314798,-99.2688979
1-521426-QO,F,7900,GUSTAVO A MADERO,CIUDAD DE MEXICO,W0428,42,4831.0,S,42,SUC. AEROPUERTO SALA A,4831,D DIV RB METRO SUR,5226,MS10 - AEROPUERTO,19.4489563,-99.05814
1-805649-LJ,M,22710,PLAYAS DE ROSARITO,BAJA CALIFORNIA,W1332,133,6777.0,C,133,SUC. ROSARITO,6777,D DIV  RB NOROESTE,7489,NO02 - PACIFICO NORTE,32.3036204,-117.0432314
1-718826-RD,F,44440,GUADALAJARA,JALISCO,W1092,109,6150.0,C,109,SUC. HIGUERILLAS,6150,D DIV RB OCCIDENTE,6056,O02 - GUADALAJARA,20.6419884,-103.3446296
1-165688-ZZ,M,55070,ECATEPEC,MEXICO,Z5553,3555,9934.0,U,3555,SUC. PLAZA LAS AMERICAS,9934,D DIV RB METRO NORTE,5209,MN09 - ECATEPEC,19.5992009,-99.0060389
1-597191-OS,M,15900,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,W0614,61,4831.0,S,61,SUC. ISABEL LA CATOLICA,4831,D DIV RB METRO SUR,5202,MS02 - CENTRO,19.416667,-99.113889
1-318680-UN,F,53920,NAUCALPAN,MEXICO,W0233,23,9934.0,S,23,SUC. LOMAS,9934,D DIV RB METRO NORTE,5235,MN03 - SANTA FE,23.952824990000067,-102.54835341899997
1-290352-KM,F,67140,GUADALUPE,NUEVO LEON,W2512,251,9932.0,S,251,SUC. GUADALUPE,9932,D DIV RB NORTE,8150,N01 - MONTERREY 1,25.6668505,-100.26038
1-624656-KL,M,47180,ARANDAS,JALISCO,V0153,162,6150.0,C,162,SUC. ARANDAS,6150,D DIV RB OCCIDENTE,6053,O05 - ALTOS JALISCO,20.7031421,-102.3515974
1-515693-EF,F,54020,TLALNEPANTLA,MEXICO,W0515,51,9934.0,S,51,SUC. VALLE DORADO,9934,D DIV RB METRO NORTE,5238,MN07 - CUAUTITLAN,19.5631434,-99.20784
1-228219-KM,M,55120,ECATEPEC DE MORELOS,MEXICO,Z7372,3737,9931.0,C,3737,SUC. PLAZA SENDERO SAN LUIS,9931,D DIV RB CENTRO,6210,C05 - S.L.P,19.5367997,-99.0320044
1-484899-AX,M,32370,JUAREZ,CHIHUAHUA,W7183,718,6777.0,C,718,SUC.  LA RAZA,6777,D DIV  RB NOROESTE,7815,NO12 - CD JUAREZ,31.7177821,-106.4358733
1-544322-TL,M,3650,BENITO JUAREZ,CIUDAD DE MEXICO,V0585,99,9934.0,S,99,SUC. TORRE HSBC,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA,19.3764431,-99.156702
1-441581-XV,F,10100,LA MAGDALENA CONTRERAS,CIUDAD DE MEXICO,V0117,93,4831.0,S,93,SUC. M.ANGEL DE QUEVEDO,4831,D DIV RB METRO SUR,5212,MS08 - COYOACAN,19.3365171,-99.2069108
1-294727-QW,M,5600,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,V0613,6994,9934.0,C,6994,SUC. SEGMENTOS REFORMA,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA,19.3424782,-99.282542
1-505458-KQ,F,86095,CENTRO,TABASCO,Z0782,3078,9610.0,C,3078,SUC. CIUDAD DEPORTIVA,9610,D DIV RB PENINSULAR,9000,P02 - TABASCO,17.9773427,-92.926571
1-191598-LR,F,86300,COMALCALCO,TABASCO,V0673,349,9610.0,C,349,SUC. COMALCALCO,9610,D DIV RB PENINSULAR,9000,P02 - TABASCO,18.2671381,-93.2243176
1-970811-ZY,M,57300,NEZAHUALCOYOTL,MEXICO,Z0158,3015,4831.0,S,3015,SUC. GALERIAS INSURGENTES,4831,D DIV RB METRO SUR,5212,MS08 - COYOACAN,19.4191318,-99.0326306
1-512692-XT,F,54130,TLALNEPANTLA,MEXICO,V0387,581,9934.0,S,581,SUC. TEQUESQUINAHUAC,9934,D DIV RB METRO NORTE,5238,MN07 - CUAUTITLAN,19.5569309,-99.1752807
1-130836-BK,M,9089,IZTAPALAPA,CIUDAD DE MEXICO,W0772,77,9934.0,D,77,SUC. NUEVO LEON,9934,D DIV RB METRO NORTE,5224,MN05 - CONDESA ROMA,19.3636228,-99.1246638
1-511201-OG,M,22890,ENSENADA,BAJA CALIFORNIA,V0266,138,6777.0,C,138,SUC. BAHIA,6777,D DIV  RB NOROESTE,7489,NO02 - PACIFICO NORTE,31.8259787,-116.5981635
1-852246-EP,M,47180,ARANDAS,JALISCO,Z8048,3804,6150.0,C,3804,SUC. ANDARES,6150,D DIV RB OCCIDENTE,6049,O03 - GUADALAJARA,20.7031421,-102.3515974
1-667437-IZ,M,3020,BENITO JUAREZ,CIUDAD DE MEXICO,W0991,99,9934.0,C,99,SUC. TORRE HSBC,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA,19.3925149,-99.1579012
1-738601-SK,M,45010,ZAPOPAN,JALISCO,X1002,1100,9934.0,S,1100,SUC. AMERICAS OBSERVATORIO,9934,D DIV RB METRO NORTE,5224,MN05 - CONDESA ROMA,20.6578316,-103.4446538
1-677035-[V,M,45070,ZAPOPAN,JALISCO,W1009,100,6150.0,S,100,SUC. OFICINA CENTRAL GUADALAJA,6150,D DIV RB OCCIDENTE,6049,O03 - GUADALAJARA,20.6430284,-103.4238079
1-738972-ZV,M,83288,HERMOSILLO,SONORA,W1354,135,6777.0,C,135,SUC. RIO TIJUANA,6777,D DIV  RB NOROESTE,7402,NO01 - TIJUANA,29.0633382,-110.9778298
1-597535-LZ,F,22125,TIJUANA,BAJA CALIFORNIA,W8961,896,6777.0,C,896,SUC. LOS PINOS,6777,D DIV  RB NOROESTE,7402,NO01 - TIJUANA,32.4481824,-116.9259799
1-192123-[M,F,2800,AZCAPOTZALCO,CIUDAD DE MEXICO,V0656,1198,9934.0,S,1198,SUC. CLAVERIA,9934,D DIV RB METRO NORTE,5206,MN06 - LINDAVISTA,19.463559,-99.1688382
1-617195-PG,F,48760,TONAYA,JALISCO,W1673,167,6150.0,V,167,SUC. TONAYA,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,19.7834143,-103.9679376
1-790843-BP,F,14390,TLALPAN,CIUDAD DE MEXICO,V0089,62,4831.0,C,62,SUC. SUPREMA CORTE,4831,D DIV RB METRO SUR,5226,MS10 - AEROPUERTO,19.28875,-99.1180726
1-263464-VU,M,44210,GUADALAJARA,JALISCO,W1068,106,6150.0,C,106,SUC. CHAPULTEPEC,6150,D DIV RB OCCIDENTE,6049,O03 - GUADALAJARA,20.7076167,-103.3621793
1-237778-KJ,M,86930,BALANCAN,TABASCO,V0449,354,9610.0,C,354,SUC. BALANCAN,9610,D DIV RB PENINSULAR,9000,P02 - TABASCO,17.8144467,-91.5370144
1-731870-LF,M,47600,TEPATITLAN DE MORELOS,JALISCO,V0152,158,6150.0,C,158,SUC. TEPATITLAN,6150,D DIV RB OCCIDENTE,6053,O05 - ALTOS JALISCO,20.8171289,-102.7618161
1-333947-JM,M,52957,ATIZAPAN DE ZARAGOZA,MEXICO,V0054,26,4831.0,C,26,SUC. GUARDIOLA,4831,D DIV RB METRO SUR,5202,MS02 - CENTRO,19.5571185,-99.2292969
1-144439-NW,M,53470,NAUCALPAN,MEXICO,V0551,26,4831.0,S,26,SUC. GUARDIOLA,4831,D DIV RB METRO SUR,5202,MS02 - CENTRO,19.4693746,-99.2429369
1-499202-LP,F,45050,ZAPOPAN,JALISCO,W1182,118,6150.0,S,118,SUC. PZA. DEL SOL,6150,D DIV RB OCCIDENTE,6049,O03 - GUADALAJARA,20.655743,-103.4182397
1-398207-ZU,M,14610,TLALPAN,CIUDAD DE MEXICO,W5708,570,4831.0,C,570,SUC. PENA POBRE,4831,D DIV RB METRO SUR,5214,MS05 - PEDREGAL,19.2840497,-99.1465719
1-758796-PR,F,7510,GUSTAVO A MADERO,CIUDAD DE MEXICO,W4928,492,9934.0,S,492,SUC.EDUARDO MOLINA,9934,D DIV RB METRO NORTE,5206,MN06 - LINDAVISTA,19.4962246,-99.0754446
1-587160-NZ,M,38000,CELAYA,GUANAJUATO,V0337,471,9931.0,C,471,SUC.CAMPESTRE,9931,D DIV RB CENTRO,6609,C04 - GUANAJUATO,20.5204078,-100.8117457
1-914030-CM,M,47300,YAHUALICA DE GONZALEZ GAL,JALISCO,W1648,164,6150.0,S,164,SUC. YAHUALICA,6150,D DIV RB OCCIDENTE,6053,O05 - ALTOS JALISCO,21.1790507,-102.8851294
1-377491-VR,F,75000,RAFAEL LARA GRAJALES,PUEBLA,W3228,322,9933.0,S,322,SUC. LARA GRAJALES,9933,D DIV RB  SUR,5236,S03 - PUEBLA-TLAXCALA,19.2250728,-97.8048566
1-985665-IA,M,37125,LEON,GUANAJUATO,W4113,411,9931.0,S,411,SUC. JULIAN DE OBREGON,9931,D DIV RB CENTRO,6204,C01 - LEON,21.1600701,-101.6886763
1-151960-OO,M,49700,SAN GABRIEL,JALISCO,W1662,166,6150.0,C,166,SUC. SAN GABRIEL,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,19.747949,-103.7591639
1-838061-LW,M,4100,COYOACAN,CIUDAD DE MEXICO,W0112,11,4831.0,C,11,SUC. COYOACAN,4831,D DIV RB METRO SUR,5212,MS08 - COYOACAN,19.351877,-99.1618375
1-370042-Y\,M,70620,SALINA CRUZ,OAXACA,W3468,346,9610.0,S,346,SUC. OFICINA CENTRAL VILLAHERM,9610,D DIV RB PENINSULAR,9000,P02 - TABASCO,16.2016934,-95.1922897
1-361675-CF,M,64630,MONTERREY,NUEVO LEON,V0605,3692,9932.0,C,3692,SUC. COLINAS,9932,D DIV RB NORTE,8003,N02 - MONTERREY 2,25.678515,-100.3674776
1-205430-[\,M,44260,GUADALAJARA,JALISCO,W1213,121,6150.0,C,121,SUC. INDEPENDENCIA,6150,D DIV RB OCCIDENTE,6056,O02 - GUADALAJARA,20.6936641,-103.3608445
1-774595-FV,M,21700,MEXICALI,BAJA CALIFORNIA,W1492,149,6777.0,C,149,SUC. CENTRO CIVICO,6777,D DIV  RB NOROESTE,7611,NO03 - MEXICALI,32.3923523,-115.2297396
1-742254-P\,M,87410,MATAMOROS,TAMAULIPAS,W2638,263,9932.0,C,263,SUC. LAURO VILLAR,9932,D DIV RB NORTE,8044,N07 - MATAMOROS-REYNOSA,25.867748,-97.490758
1-424684-W\,F,66463,SAN NICOLAS DE LOS GARZA,NUEVO LEON,W3871,387,9932.0,C,387,SUC. VILLAS DE STO.DOMINGO,9932,D DIV RB NORTE,8039,N03 - MONTERREY 3,25.7357632,-100.2718647
1-917238-OD,F,14410,TLALPAN,CIUDAD DE MEXICO,W0314,31,4831.0,C,31,SUC. IZTAPALAPA,4831,D DIV RB METRO SUR,5212,MS08 - COYOACAN,19.283512,-99.181925
1-732006-K[,M,61470,JUNGAPEO,MICHOACAN DE OCAMPO,W2981,298,9934.0,C,298,SUC. ZITACUARO,9934,D DIV RB METRO NORTE,5207,MN01 - TOLUCA,19.4585749,-100.4939664
1-764550-ZB,F,37298,LEON,GUANAJUATO,W2761,276,9931.0,C,276,SUC. URBANA GALERIAS,9931,D DIV RB CENTRO,6204,C01 - LEON,21.1094318,-101.6375084
1-750160-HO,F,69000,HUAJUAPAN DE LEON,OAXACA,V0270,321,9933.0,S,321,SUC. HUAJUAPAN DE LEON,9933,D DIV RB  SUR,5815,S07 - OAXACA,17.8065338,-97.7752614
1-371868-JD,M,45050,ZAPOPAN,JALISCO,X6904,1690,6150.0,C,1690,SUC. SORIANA CORDILLERAS,6150,D DIV RB OCCIDENTE,6135,O01 - GUADALAJARA,20.655743,-103.4182397
1-777247-YT,M,87000,VICTORIA,TAMAULIPAS,W2718,271,9932.0,C,271,SUC. CD. VICTORIA,9932,D DIV RB  SUR,8619,S09 - TAMPICO-VICTORIA,23.730549,-99.1537774
1-936841-CC,M,10810,LA MAGDALENA CONTRERAS,CIUDAD DE MEXICO,X9712,1971,9934.0,C,1971,SUC. HUIXQUILUCAN,9934,D DIV RB METRO NORTE,5235,MN03 - SANTA FE,19.3134411,-99.2291845
1-760682-RC,F,7979,GUSTAVO A MADERO,CIUDAD DE MEXICO,V0473,835,4831.0,S,835,SUC. PLAZA DE LA CONSTITUCION,4831,D DIV RB METRO SUR,5202,MS02 - CENTRO,19.4498284,-99.0625137
1-630540-DE,M,58090,MORELIA,MICHOACAN DE OCAMPO,W3011,301,6150.0,C,301,SUC. MORELIA GEMINIS,6150,D DIV RB OCCIDENTE,6526,O07 - MORELIA,19.6769224,-101.1859137
1-930914-XB,F,72270,PUEBLA,PUEBLA,W7854,785,9933.0,C,785,SUC. AMALUCAN,9933,D DIV RB  SUR,5223,S02 - PUEBLA,19.0529827,-98.1772325
1-342723-MH,M,55710,COACALCO DE BERRIOZABAL,MEXICO,W5774,577,9934.0,C,577,SUC. PLAZA JARDINES,9934,D DIV RB METRO NORTE,5209,MN09 - ECATEPEC,19.6472897,-99.0924851
1-435683-IH,M,58020,MORELIA,MICHOACAN DE OCAMPO,Y3245,329,9933.0,S,329,SUC. TLAPA GUERRERO,9933,D DIV RB  SUR,5225,S08 - GUERRERO,19.6967888,-101.1848245
1-723238-QP,F,45270,IXTLAHUACAN DEL RIO,JALISCO,W1764,176,6150.0,S,176,SUC. IXTLAHUACAN,6150,D DIV RB OCCIDENTE,6053,O05 - ALTOS JALISCO,20.8717625,-103.153
1-771355-JS,M,48050,AYUTLA,JALISCO,W1702,170,6150.0,C,170,SUC. AYUTLA,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,20.1289607,-104.3468293
1-465470-VZ,F,86035,CENTRO,TABASCO,W3503,350,9610.0,C,350,SUC. MENDEZ,9610,D DIV RB PENINSULAR,9000,P02 - TABASCO,18.0006823,-92.9496155
1-305786-JF,M,6140,CUAUHTEMOC,CIUDAD DE MEXICO,W0173,17,9934.0,S,17,SUC. ZONA ROSA,9934,D DIV RB METRO NORTE,5224,MN05 - CONDESA ROMA,19.4135111,-99.1759805
1-504066-RQ,F,57100,NEZAHUALCOYOTL,MEXICO,W5863,586,4831.0,S,586,SUC. BOSQUES DE ARAGON,4831,D DIV RB METRO SUR,5226,MS10 - AEROPUERTO,19.4912151,-99.05309
1-932541-RB,M,72570,PUEBLA,PUEBLA,W3134,313,9933.0,C,313,SUC.REVOLUCION,9933,D DIV RB  SUR,5218,S01 - PUEBLA,19.008832,-98.1929188
1-564820-KP,M,72220,PUEBLA,PUEBLA,V0370,1108,9933.0,C,1108,SUC. HUEXOTITLA,9933,D DIV RB  SUR,5223,S02 - PUEBLA,19.0740266,-98.1693967
1-581147-ZG,F,1759,ALVARO OBREGON,CIUDAD DE MEXICO,W5591,559,4831.0,C,559,SUC. LUIS CABRERA,4831,D DIV RB METRO SUR,5214,MS05 - PEDREGAL,19.3512888,-99.2184151
1-638331-AU,F,45030,ZAPOPAN,JALISCO,Z5583,3558,6150.0,C,3558,SUC.PLAZA GALERIAS GUADALAJARA,6150,D DIV RB OCCIDENTE,6135,O01 - GUADALAJARA,20.6562766,-103.4299342
1-195556-D[,M,6760,CUAUHTEMOC,CIUDAD DE MEXICO,Z8032,3803,9934.0,C,3803,SUC. PLAZA REFORMA,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA,19.4067686,-99.1636153
1-599088-AY,M,9030,IZTAPALAPA,CIUDAD DE MEXICO,V0089,62,4831.0,C,62,SUC. SUPREMA CORTE,4831,D DIV RB METRO SUR,5226,MS10 - AEROPUERTO,19.3849456,-99.0862705
1-961135-P[,F,48050,AYUTLA,JALISCO,W1702,170,6150.0,S,170,SUC. AYUTLA,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,20.1289607,-104.3468293
1-496869-O\,M,47600,TEPATITLAN DE MORELOS,JALISCO,W1584,158,6150.0,S,158,SUC. TEPATITLAN,6150,D DIV RB OCCIDENTE,6053,O05 - ALTOS JALISCO,20.8171289,-102.7618161
1-587625-[V,M,76226,QUERETARO,QUERETARO,V0168,404,9931.0,C,404,SUC.ABASTOS QUERETARO,9931,D DIV RB CENTRO,6607,C03 - QUERETARO,20.7327108,-100.4677301
1-741643-YW,M,77086,OTHON P BLANCO,QUINTANA ROO,W3795,379,9610.0,S,379,SUC.CHETUMAL,9610,D DIV RB PENINSULAR,9308,P05 - PENINSULA,18.5364348,-88.3017377
1-712827-DA,M,1730,ALVARO OBREGON,CIUDAD DE MEXICO,W0202,20,4831.0,C,20,SUC. LAS AGUILAS,4831,D DIV RB METRO SUR,5230,MS01 - ALTAVISTA,19.3481929,-99.230935
1-756373-[L,M,75560,ESPERANZA,PUEBLA,V8169,461,9933.0,V,461,SUC. CD.SERDAN,9933,D DIV RB  SUR,5223,S02 - PUEBLA,18.8572092,-97.372364
1-982735-GH,M,6760,CUAUHTEMOC,CIUDAD DE MEXICO,W0164,16,9934.0,C,16,SUC. MEDELLIN,9934,D DIV RB METRO NORTE,5224,MN05 - CONDESA ROMA,19.4067686,-99.1636153
1-134620-WB,M,62220,CUERNAVACA,MORELOS,W0852,85,4831.0,C,85,SUC. CUERNAVACA  CENTRO,4831,D DIV RB METRO SUR,5814,MS06 - MORELOS,18.9718167,-99.224156
1-151084-NJ,F,91080,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,W4378,437,9933.0,S,437,SUC. XALAPA MUSEO,9933,D DIV RB  SUR,8471,S04 - XALAPA,19.5200032,-96.9235105
1-474899-NA,F,60300,LOS REYES,MICHOACAN DE OCAMPO,W2975,297,6150.0,S,297,SUC. LOS REYES,6150,D DIV RB OCCIDENTE,6526,O07 - MORELIA,19.5894418,-102.4727906
1-318133-CO,F,29000,TUXTLA GUTIERREZ,CHIAPAS,W4018,401,9610.0,S,401,SUC.PLAZA CRYSTAL,9610,D DIV RB PENINSULAR,9105,P03 - CHIAPAS,16.757227,-93.119005
