customeraccount,sexo,cp,ciudad,estado,cve_prom,cve_suc,cve_zona,edo_civil,CVE_SUC,NOM_SUC,CVE_ZONA,NOM_ZONA,CVE_COORD,NOM_COORD,latitud,longitud
1-238589-PG,M,27105,TORREON,COAHUILA DE ZARAGOZA,V0364,1676,9932.0,C,1676,SUC. PENOLES,9932,D DIV RB NORTE,8727,N09 - TORREON,25.596847,-103.4146007
1-665540-SA,F,4450,COYOACAN,CIUDAD DE MEXICO,V0216,690,4831.0,V,690,SUC. AVANTE,4831,D DIV RB METRO SUR,5215,MS07 - XOCHIMILCO,19.3353875,-99.1402828
1-658717-LG,M,47300,YAHUALICA DE GONZALEZ GAL,JALISCO,W1648,164,6150.0,C,164,SUC. YAHUALICA,6150,D DIV RB OCCIDENTE,6053,O05 - ALTOS JALISCO,21.1790507,-102.8851294
1-824897-HV,F,45060,ZAPOPAN,JALISCO,W4494,449,6150.0,V,449,SUC. PLAZA SUR,6150,D DIV RB OCCIDENTE,6056,O02 - GUADALAJARA,20.6418647,-103.4409468
1-310369-ZS,F,56540,IXTAPALUCA,MEXICO,W0995,99,9934.0,U,99,SUC. TORRE HSBC,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA,19.3281805,-98.9400673
1-675178-YT,M,45420,TONALA,JALISCO,W1198,119,6150.0,C,119,SUC. TLAQUEPAQUE,6150,D DIV RB OCCIDENTE,6049,O03 - GUADALAJARA,20.6036644,-103.2421861
1-396426-MH,M,11700,MIGUEL HIDALGO,CIUDAD DE MEXICO,V0076,52,9934.0,C,52,SUC. BOSQUES LOMAS,9934,D DIV RB METRO NORTE,5235,MN03 - SANTA FE,19.4062357,-99.24411
1-167283-UO,F,76060,QUERETARO,QUERETARO,V0285,259,9931.0,S,259,SUC. EJERCITO,9931,D DIV RB CENTRO,6607,C03 - QUERETARO,20.5957592,-100.3509967
1-392635-IQ,M,44670,GUADALAJARA,JALISCO,W1152,115,6150.0,C,115,SUC. SAN FELIPE,6150,D DIV RB OCCIDENTE,6056,O02 - GUADALAJARA,20.6820316,-103.3953784
1-237705-[G,M,45645,TLAJOMULCO DE ZUNIGA,JALISCO,Z8091,3809,6150.0,C,3809,SUC. SANTA ANITA (JAL),6150,D DIV RB OCCIDENTE,6049,O03 - GUADALAJARA,20.5432909,-103.4662735
1-849885-YZ,M,86930,BALANCAN,TABASCO,W3542,354,9610.0,C,354,SUC. BALANCAN,9610,D DIV RB PENINSULAR,9000,P02 - TABASCO,17.8144467,-91.5370144
1-662603-EU,M,57000,NEZAHUALCOYOTL,MEXICO,W0994,99,9934.0,S,99,SUC. TORRE HSBC,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA,19.3943312,-98.9916095
1-395102-AJ,M,57170,NEZAHUALCOYOTL,MEXICO,W0422,42,4831.0,C,42,SUC. AEROPUERTO SALA A,4831,D DIV RB METRO SUR,5226,MS10 - AEROPUERTO,19.4700939,-99.0502663
1-455697-NH,M,58070,MORELIA,MICHOACAN DE OCAMPO,V0158,300,6150.0,S,300,SUC. MORELIA CHAPULTEPEC,6150,D DIV RB OCCIDENTE,6526,O07 - MORELIA,19.687804,-101.1903306
1-744222-VF,F,72100,PUEBLA,PUEBLA,Z0108,3010,4831.0,S,3010,SUC. MANACAR,4831,D DIV RB METRO SUR,5212,MS08 - COYOACAN,19.1039169,-98.2213162
1-753828-WO,F,7600,GUSTAVO A MADERO,CIUDAD DE MEXICO,W0995,99,9934.0,C,99,SUC. TORRE HSBC,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA,19.5209317,-99.1602107
1-871191-LV,M,8300,IZTACALCO,CIUDAD DE MEXICO,W0064,6,4831.0,S,6,SUC. DONCELES,4831,D DIV RB METRO SUR,5202,MS02 - CENTRO,19.3994125,-99.121004
1-506927-QO,M,48350,PUERTO VALLARTA,JALISCO,W9402,940,6150.0,C,940,SUC. AEROPUERTO VALLARTA,6150,D DIV RB OCCIDENTE,6050,O04 -GUADALAJARA,20.617437,-105.2299067
1-605983-RE,F,86080,CENTRO,TABASCO,W4164,416,9610.0,C,416,SUC.PLAZA CATEDRAL,9610,D DIV RB PENINSULAR,9000,P02 - TABASCO,17.9884989,-92.9368497
1-402467-JR,M,97205,MERIDA,YUCATAN,Z0563,3056,9610.0,C,3056,SUC. CALLE SESENTA,9610,D DIV RB PENINSULAR,9308,P05 - PENINSULA,21.0115934,-89.6351833
1-433193-XT,F,45180,ZAPOPAN,JALISCO,Z0748,3074,6150.0,C,3074,SUC. SAN ISIDRO,6150,D DIV RB OCCIDENTE,6135,O01 - GUADALAJARA,20.7301906,-103.3621197
1-691932-IF,M,45160,ZAPOPAN,JALISCO,V0247,120,6150.0,C,120,SUC. PLAZA PATRIA,6150,D DIV RB OCCIDENTE,6049,O03 - GUADALAJARA,20.7124464,-103.3831334
1-448345-D\,M,58260,MORELIA,MICHOACAN DE OCAMPO,V0158,300,6150.0,C,300,SUC. MORELIA CHAPULTEPEC,6150,D DIV RB OCCIDENTE,6526,O07 - MORELIA,19.6926898,-101.1627035
1-236090-R[,M,10700,LA MAGDALENA CONTRERAS,CIUDAD DE MEXICO,V0086,59,4831.0,S,59,SUC. PLAZA INN,4831,D DIV RB METRO SUR,5212,MS08 - COYOACAN,19.3145048,-99.2250937
1-648601-TT,F,9810,IZTAPALAPA,CIUDAD DE MEXICO,X0061,1006,4831.0,S,1006,SUC. SECODAM,4831,D DIV RB METRO SUR,5212,MS08 - COYOACAN,19.3520938,-99.1100946
1-531805-UQ,M,91919,VERACRUZ,VERACRUZ DE IGNACIO DE LA LLAVE,V0457,446,9933.0,S,446,SUC.RUIZ CORTINEZ,9933,D DIV RB  SUR,5219,S05 - VERACRUZ,19.170405,-96.126747
1-156571-GE,M,72110,PUEBLA,PUEBLA,W3142,314,9933.0,C,314,SUC.LOS ANGELES,9933,D DIV RB  SUR,5218,S01 - PUEBLA,19.095248,-98.2309955
1-674967-PZ,F,45470,ACATIC,JALISCO,W1752,175,6150.0,C,175,SUC. ACATIC,6150,D DIV RB OCCIDENTE,6053,O05 - ALTOS JALISCO,20.7874791,-102.9131138
1-885072-HL,F,34166,DURANGO,DURANGO,V0065,220,9932.0,U,220,SUC. CENTRO DURANGO,9932,D DIV RB NORTE,7903,N11 - DURANGO,24.0046393,-104.6279889
1-627535-UP,M,6100,CUAUHTEMOC,CIUDAD DE MEXICO,Z8032,3803,9934.0,S,3803,SUC. PLAZA REFORMA,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA,19.4120868,-99.1703884
1-143871-WM,M,62180,CUERNAVACA,MORELOS,W9572,957,9932.0,C,957,SUC. SORIANA TAMPICO EJERCITO,9932,D DIV RB  SUR,8619,S09 - TAMPICO-VICTORIA,18.9316818,-99.254451
1-630031-A\,M,37260,LEON,GUANAJUATO,W2743,274,9931.0,C,274,SUC. CENTRO LEON,9931,D DIV RB CENTRO,6204,C01 - LEON,21.1264148,-101.6651806
1-567926-FQ,M,9578,IZTAPALAPA,CIUDAD DE MEXICO,W0998,99,9934.0,C,99,SUC. TORRE HSBC,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA,19.3683055,-99.0374003
1-571669-VQ,F,23040,LA PAZ,BAJA CALIFORNIA SUR,W1955,195,6777.0,S,195,SUC. ISABEL LA CATOLICA,6777,D DIV  RB NOROESTE,7213,NO07 - B.C.S,24.1363446,-110.3064638
1-404122-C[,M,14420,TLALPAN,CIUDAD DE MEXICO,V0657,594,9934.0,C,594,SUC. CONDESA,9934,D DIV RB METRO NORTE,5224,MN05 - CONDESA ROMA,19.2761586,-99.1827431
1-856626-EY,M,27010,TORREON,COAHUILA DE ZARAGOZA,V1052,811,9932.0,S,811,SUC. PLAZA CUATRO CAMINOS,9932,D DIV RB NORTE,8727,N09 - TORREON,25.5653961,-103.4224267
1-703679-IO,F,45410,TONALA,JALISCO,X1002,1100,9934.0,C,1100,SUC. AMERICAS OBSERVATORIO,9934,D DIV RB METRO NORTE,5224,MN05 - CONDESA ROMA,20.6467411,-103.221848
1-695887-OU,M,72570,PUEBLA,PUEBLA,W3168,316,9933.0,C,316,SUC. SAN MANUEL,9933,D DIV RB  SUR,5223,S02 - PUEBLA,19.008832,-98.1929188
1-341663-AC,M,66220,SAN PEDRO GARZA GARCIA,NUEVO LEON,W0314,31,4831.0,C,31,SUC. IZTAPALAPA,4831,D DIV RB METRO SUR,5212,MS08 - COYOACAN,25.6591085,-100.3681637
1-340897-Q\,F,45221,ZAPOPAN,JALISCO,Z8083,3808,6150.0,C,3808,SUC. SAO PAULO,6150,D DIV RB OCCIDENTE,6049,O03 - GUADALAJARA,20.727152,-103.541704
1-857761-FN,F,3510,BENITO JUAREZ,CIUDAD DE MEXICO,W0448,44,4831.0,D,44,SUC. INSURGENTES NAPOLES,4831,D DIV RB METRO SUR,5231,MS03 - FELIX CUEVAS,19.3943501,-99.1337982
1-836484-PZ,F,9780,IZTAPALAPA,CIUDAD DE MEXICO,V0003,835,4831.0,C,835,SUC. PLAZA DE LA CONSTITUCION,4831,D DIV RB METRO SUR,5202,MS02 - CENTRO,19.3182,-99.061092
1-100527-HD,M,48150,CUAUTLA,JALISCO,W1702,170,6150.0,C,170,SUC. AYUTLA,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,20.2017375,-104.3976653
1-153115-CO,M,39390,ACAPULCO DE JUAREZ,GUERRERO,V0548,76,9933.0,C,76,SUC. ACAPULCO CENTRO,9933,D DIV RB  SUR,5225,S08 - GUERRERO,16.8374297,-99.8976918
1-464171-JH,F,21960,MEXICALI,BAJA CALIFORNIA,V1034,1973,6777.0,S,1973,SUC. CATAVINA,6777,D DIV  RB NOROESTE,7611,NO03 - MEXICALI,32.6357703,-114.850705
1-611892-GL,F,72760,SAN PEDRO CHOLULA,PUEBLA,V0133,918,9933.0,C,918,SUC. SEGMENTO PUEBLA SUR,9933,D DIV RB  SUR,5218,S01 - PUEBLA,19.0630062,-98.3083806
1-487159-CJ,F,54030,TLALNEPANTLA,MEXICO,W0138,13,9934.0,S,13,SUC. TLALNEPANTLA,9934,D DIV RB METRO NORTE,5238,MN07 - CUAUTITLAN,19.5528519,-99.20147
1-362913-PD,M,50160,TOLUCA,MEXICO,W0848,84,9934.0,C,84,SUC. TOLUCA VILLADA,9934,D DIV RB METRO NORTE,5207,MN01 - TOLUCA,19.2808646,-99.6259609
1-432637-IQ,F,14600,TLALPAN,CIUDAD DE MEXICO,W5632,563,4831.0,C,563,SUC. PLAZA SUR,4831,D DIV RB METRO SUR,5214,MS05 - PEDREGAL,19.2792279,-99.1424649
1-804087-AU,M,86153,CENTRO,TABASCO,W4164,416,9610.0,C,416,SUC.PLAZA CATEDRAL,9610,D DIV RB PENINSULAR,9000,P02 - TABASCO,17.8704474,-93.0715476
1-840909-RM,M,67190,GUADALUPE,NUEVO LEON,W2522,252,9932.0,C,252,SUC. PLAZA FIESTA ANAHUAC,9932,D DIV RB NORTE,8039,N03 - MONTERREY 3,25.659524,-100.1817049
1-763372-SX,M,45070,ZAPOPAN,JALISCO,W1803,180,6777.0,S,180,SUC. CENTRO OBREGON,6777,D DIV  RB NOROESTE,7101,NO05 - CD OBREGON,20.6430284,-103.4238079
1-280453-ST,M,47300,YAHUALICA DE GONZALEZ GAL,JALISCO,W1583,158,6150.0,C,158,SUC. TEPATITLAN,6150,D DIV RB OCCIDENTE,6053,O05 - ALTOS JALISCO,21.1790507,-102.8851294
1-786822-EC,F,72150,PUEBLA,PUEBLA,Z0323,3032,9933.0,S,3032,SUC. REFORMA CENTRO,9933,D DIV RB  SUR,5223,S02 - PUEBLA,19.0708658,-98.2556977
1-948037-Z\,M,56300,ATENCO,MEXICO,W0148,14,9934.0,C,14,SUC. TEXCOCO,9934,D DIV RB METRO NORTE,5209,MN09 - ECATEPEC,19.5576345,-98.9138527
1-387541-LO,M,1530,ALVARO OBREGON,CIUDAD DE MEXICO,Z9393,3939,4831.0,C,3939,SUC. TELEVISA SAN ANGEL,4831,D DIV RB METRO SUR,5230,MS01 - ALTAVISTA,19.3605346,-99.2478098
1-950521-TG,F,80016,CULIACAN,SINALOA,Z9762,3976,6777.0,C,3976,TRES RIOS,6777,D DIV  RB NOROESTE,7103,NO09 - SINALOA SUR,24.8388469,-107.3845818
1-301476-SJ,F,47000,SAN JUAN DE LOS LAGOS,JALISCO,W1552,155,6150.0,C,155,SUC. SAN JUAN DE LOS LAGOS,6150,D DIV RB OCCIDENTE,6053,O05 - ALTOS JALISCO,21.2465327,-102.3334216
1-998712-QW,M,47600,TEPATITLAN DE MORELOS,JALISCO,W1182,118,6150.0,S,118,SUC. PZA. DEL SOL,6150,D DIV RB OCCIDENTE,6049,O03 - GUADALAJARA,20.8171289,-102.7618161
1-364757-UL,F,6700,CUAUHTEMOC,CIUDAD DE MEXICO,Z5578,3557,9934.0,C,3557,SUC. REFORMA PALMERA,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA,19.4182759,-99.1634927
1-474292-VI,M,56230,TEXCOCO,MEXICO,W0476,47,4831.0,C,47,SUC. ZARAGOZA,4831,D DIV RB METRO SUR,5226,MS10 - AEROPUERTO,19.4970832,-98.8671372
1-579891-N\,F,45135,ZAPOPAN,JALISCO,W6933,693,6150.0,C,693,SUC. MERCADO DEL MAR,6150,D DIV RB OCCIDENTE,6135,O01 - GUADALAJARA,20.7606173,-103.3864607
1-199991-CA,M,53290,NAUCALPAN,MEXICO,V0426,587,9934.0,C,587,SUC. JARDINES DE SAN MATEO,9934,D DIV RB METRO NORTE,5205,MN04 - SATELITE,19.4854849,-99.265245
1-863842-TM,M,35700,NAZAS,DURANGO,X0283,1028,9932.0,C,1028,SUC. CD. NAZAS,9932,D DIV RB NORTE,7903,N11 - DURANGO,25.226719,-104.114479
1-786695-TH,F,44860,GUADALAJARA,JALISCO,W1009,100,6150.0,C,100,SUC. OFICINA CENTRAL GUADALAJA,6150,D DIV RB OCCIDENTE,6049,O03 - GUADALAJARA,20.6444924,-103.3075953
1-125714-RN,M,14640,TLALPAN,CIUDAD DE MEXICO,V0094,88,4831.0,C,88,SUC. CUAUTLA,4831,D DIV RB METRO SUR,5814,MS06 - MORELOS,19.2738023,-99.1595519
1-255023-RC,F,86150,CENTRO,TABASCO,W3511,351,9610.0,C,351,SUC.TAMULTE,9610,D DIV RB PENINSULAR,9000,P02 - TABASCO,17.9710816,-92.9573552
1-775844-EF,M,2150,AZCAPOTZALCO,CIUDAD DE MEXICO,W0472,47,4831.0,S,47,SUC. ZARAGOZA,4831,D DIV RB METRO SUR,5226,MS10 - AEROPUERTO,19.4940677,-99.1952169
1-415924-JQ,M,2600,AZCAPOTZALCO,CIUDAD DE MEXICO,V0135,41,9934.0,S,41,SUC. REFORMA,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA,19.4758773,-99.1522855
1-866020-KE,F,4899,COYOACAN,CIUDAD DE MEXICO,W6903,690,4831.0,S,690,SUC. AVANTE,4831,D DIV RB METRO SUR,5215,MS07 - XOCHIMILCO,19.3094797,-99.1341903
1-828390-W\,M,14640,TLALPAN,CIUDAD DE MEXICO,W0998,99,9934.0,S,99,SUC. TORRE HSBC,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA,19.2738023,-99.1595519
1-339538-OM,M,23060,LA PAZ,BAJA CALIFORNIA SUR,W1958,195,6777.0,C,195,SUC. ISABEL LA CATOLICA,6777,D DIV  RB NOROESTE,7213,NO07 - B.C.S,24.142361,-110.3284853
1-893671-DE,M,31720,NUEVO CASAS GRANDES,CHIHUAHUA,W2063,206,6777.0,C,206,SUC. 5 MAYO,6777,D DIV  RB NOROESTE,7815,NO12 - CD JUAREZ,30.4030558,-107.9222282
1-890991-AX,M,11000,MIGUEL HIDALGO,CIUDAD DE MEXICO,V8155,3006,9934.0,C,3006,SUC. LOMAS PALMAS,9934,D DIV RB METRO NORTE,5235,MN03 - SANTA FE,19.4216613,-99.2256635
1-918737-OH,F,14240,TLALPAN,CIUDAD DE MEXICO,W0633,63,4831.0,S,63,SUC. HOLBEIN,4831,D DIV RB METRO SUR,5231,MS03 - FELIX CUEVAS,19.2736756,-99.2149965
1-690453-YZ,F,54050,TLALNEPANTLA,MEXICO,W0652,65,9934.0,C,65,SUC. MANUEL IZAGUIRRE,9934,D DIV RB METRO NORTE,5205,MN04 - SATELITE,19.5326115,-99.2261899
1-735845-TR,M,86930,BALANCAN,TABASCO,W3541,354,9610.0,C,354,SUC. BALANCAN,9610,D DIV RB PENINSULAR,9000,P02 - TABASCO,17.8144467,-91.5370144
1-212665-GY,M,72160,PUEBLA,PUEBLA,V0133,918,9933.0,C,918,SUC. SEGMENTO PUEBLA SUR,9933,D DIV RB  SUR,5218,S01 - PUEBLA,19.0553165,-98.2385992
1-153754-HR,F,54150,TLALNEPANTLA DE BAZ,MEXICO,W0515,51,9934.0,S,51,SUC. VALLE DORADO,9934,D DIV RB METRO NORTE,5238,MN07 - CUAUTITLAN,19.5350649,-99.1734881
1-660553-NG,M,48700,EL LIMON,JALISCO,V0332,161,6150.0,C,161,SUC. EL GRULLO,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,19.8266733,-104.1594101
1-528518-DV,M,72550,PUEBLA,PUEBLA,V0370,1108,9933.0,C,1108,SUC. HUEXOTITLA,9933,D DIV RB  SUR,5223,S02 - PUEBLA,19.0122714,-98.2059901
1-475413-NZ,F,44950,GUADALAJARA,JALISCO,X6904,1690,6150.0,C,1690,SUC. SORIANA CORDILLERAS,6150,D DIV RB OCCIDENTE,6135,O01 - GUADALAJARA,20.6398428,-103.3858139
1-732805-[L,F,53200,NAUCALPAN,MEXICO,W5873,587,9934.0,C,587,SUC. JARDINES DE SAN MATEO,9934,D DIV RB METRO NORTE,5205,MN04 - SATELITE,19.4924562,-99.2716199
1-590974-TF,F,45645,TLAJOMULCO DE ZUNIGA,JALISCO,W1293,129,6150.0,C,129,SUC. MARIANO OTERO,6150,D DIV RB OCCIDENTE,6049,O03 - GUADALAJARA,20.5432909,-103.4662735
1-684427-CV,M,1790,ALVARO OBREGON,CIUDAD DE MEXICO,X1572,1157,4831.0,C,1157,SUC. TIZAPAN SAN ANGEL,4831,D DIV RB METRO SUR,5230,MS01 - ALTAVISTA,19.3436777,-99.2054645
1-630092-[V,M,6700,CUAUHTEMOC,CIUDAD DE MEXICO,X9204,1920,9934.0,C,1920,SUC. COLIMA,9934,D DIV RB METRO NORTE,5224,MN05 - CONDESA ROMA,19.4182759,-99.1634927
1-120391-WN,F,22794,ENSENADA,BAJA CALIFORNIA,W1372,137,6777.0,S,137,SUC. ENSENADA CENTRO,6777,D DIV  RB NOROESTE,7489,NO02 - PACIFICO NORTE,31.7263543,-116.7192424
1-589461-TH,M,44298,GUADALAJARA,JALISCO,W1084,108,6150.0,S,108,SUC. JESUS,6150,D DIV RB OCCIDENTE,6135,O01 - GUADALAJARA,20.7073416,-103.3379753
1-899977-LY,F,15100,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,W0998,99,9934.0,S,99,SUC. TORRE HSBC,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA,19.4325644,-99.1233062
1-676756-ZE,M,47170,SAN JULIAN,JALISCO,W1653,165,6150.0,C,165,SUC. SAN JULIAN,6150,D DIV RB OCCIDENTE,6053,O05 - ALTOS JALISCO,21.0086847,-102.1831758
1-702562-DS,M,88275,NUEVO LAREDO,TAMAULIPAS,W8558,855,9932.0,C,855,SUC. REFORMA (NVO. LAREDO),9932,D DIV RB NORTE,8712,N08 - NUEVO LAREDO,27.4419037,-99.519087
1-127174-YS,F,29066,TUXTLA GUTIERREZ,CHIAPAS,V0475,401,9610.0,S,401,SUC.PLAZA CRYSTAL,9610,D DIV RB PENINSULAR,9105,P03 - CHIAPAS,16.7402694,-93.1262183
1-133309-NC,F,28860,MANZANILLO,COLIMA,W1848,184,6150.0,D,184,SUC. SANTIAGO COLIMA,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,19.119007,-104.356248
1-979084-CP,F,86800,TEAPA,TABASCO,V0537,357,9610.0,S,357,SUC. TEAPA,9610,D DIV RB PENINSULAR,9000,P02 - TABASCO,17.5491628,-92.9529082
1-230696-FZ,F,53830,NAUCALPAN DE JUAREZ,MEXICO,V0516,94,9934.0,S,94,SUC. ZONA INDUSTRIAL,9934,D DIV RB METRO NORTE,5207,MN01 - TOLUCA,19.431924,-99.2497653
1-112855-HP,M,44130,GUADALAJARA,JALISCO,V0327,3804,6150.0,C,3804,SUC. ANDARES,6150,D DIV RB OCCIDENTE,6049,O03 - GUADALAJARA,20.6707941,-103.384791
1-832981-FQ,F,48740,EL GRULLO,JALISCO,W1614,161,6150.0,S,161,SUC. EL GRULLO,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,19.8087296,-104.2147854
1-124929-TK,M,3100,BENITO JUAREZ,CIUDAD DE MEXICO,V0117,93,4831.0,S,93,SUC. M.ANGEL DE QUEVEDO,4831,D DIV RB METRO SUR,5212,MS08 - COYOACAN,19.3845688,-99.1698933
1-294557-LO,M,66634,APODACA,NUEVO LEON,V8171,1454,9932.0,C,1454,SUC. FIESTA SAN AGUSTIN,9932,D DIV RB NORTE,8003,N02 - MONTERREY 2,25.7380655,-100.1965237
1-834597-GJ,F,45070,ZAPOPAN,JALISCO,V0280,3558,6150.0,S,3558,SUC.PLAZA GALERIAS GUADALAJARA,6150,D DIV RB OCCIDENTE,6135,O01 - GUADALAJARA,20.6430284,-103.4238079
1-195239-XT,M,86930,BALANCAN,TABASCO,W3548,354,9610.0,C,354,SUC. BALANCAN,9610,D DIV RB PENINSULAR,9000,P02 - TABASCO,17.8144467,-91.5370144
1-478229-UW,F,90114,TLAXCALA,TLAXCALA,V0040,314,9933.0,C,314,SUC.LOS ANGELES,9933,D DIV RB  SUR,5218,S01 - PUEBLA,19.3008975,-98.2291609
1-576218-EI,M,6800,CUAUHTEMOC,CIUDAD DE MEXICO,V0177,3006,9934.0,C,3006,SUC. LOMAS PALMAS,9934,D DIV RB METRO NORTE,5235,MN03 - SANTA FE,19.416487,-99.138495
1-614885-GN,M,10400,LA MAGDALENA CONTRERAS,CIUDAD DE MEXICO,W5592,559,4831.0,C,559,SUC. LUIS CABRERA,4831,D DIV RB METRO SUR,5214,MS05 - PEDREGAL,19.3171009,-99.225305
1-775546-BG,F,73160,HUAUCHINANGO,PUEBLA,W3272,327,9933.0,C,327,SUC. HUAUCHINANGO PUEBLA,9933,D DIV RB  SUR,8611,S06 - POZA RICA,20.1762623,-97.9945056
1-164202-PH,M,52929,ATIZAPAN DE ZARAGOZA,MEXICO,V0658,7,9934.0,C,7,SUC. PARQUES POLANCO,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA,19.6053079,-99.2277908
1-152416-IZ,M,3100,BENITO JUAREZ,CIUDAD DE MEXICO,V0473,835,4831.0,C,835,SUC. PLAZA DE LA CONSTITUCION,4831,D DIV RB METRO SUR,5202,MS02 - CENTRO,19.3845688,-99.1698933
1-661042-JC,M,4369,COYOACAN,CIUDAD DE MEXICO,W0283,28,4831.0,C,28,SUC. SAN ANGEL,4831,D DIV RB METRO SUR,5212,MS08 - COYOACAN,19.3329073,-99.1712358
1-927137-ME,F,7870,GUSTAVO A MADERO,CIUDAD DE MEXICO,W0345,34,9934.0,C,34,SUC. VALLEJO,9934,D DIV RB METRO NORTE,5206,MN06 - LINDAVISTA,19.4748179,-99.1317074
1-907408-BG,F,47000,SAN JUAN DE LOS LAGOS,JALISCO,W1552,155,6150.0,C,155,SUC. SAN JUAN DE LOS LAGOS,6150,D DIV RB OCCIDENTE,6053,O05 - ALTOS JALISCO,21.2465327,-102.3334216
1-290695-CL,M,86039,CENTRO,TABASCO,V0405,347,9610.0,S,347,SUC. ATASTA,9610,D DIV RB PENINSULAR,9000,P02 - TABASCO,18.056127,-92.8930277
1-907127-OX,M,1290,ALVARO OBREGON,CIUDAD DE MEXICO,X0061,1006,4831.0,C,1006,SUC. SECODAM,4831,D DIV RB METRO SUR,5212,MS08 - COYOACAN,19.3798616,-99.221941
1-812243-AU,M,52788,HUIXQUILUCAN,MEXICO,V0013,1959,9934.0,C,1959,SUC. GRANADA INTERLOMAS,9934,D DIV RB METRO NORTE,5235,MN03 - SANTA FE,19.3928248,-99.277147
1-405541-[H,M,57400,NEZAHUALCOYOTL,MEXICO,W4343,434,9934.0,S,434,SUC. LIVERPOOL,9934,D DIV RB METRO NORTE,5224,MN05 - CONDESA ROMA,19.4190008,-99.0548832
1-368722-BD,F,48740,EL GRULLO,JALISCO,W1611,161,6150.0,C,161,SUC. EL GRULLO,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,19.8087296,-104.2147854
1-924957-E\,F,5120,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,W0722,72,9934.0,C,72,SUC. INTERLOMAS,9934,D DIV RB METRO NORTE,5235,MN03 - SANTA FE,19.3920486,-99.2488971
1-408621-I[,M,11220,MIGUEL HIDALGO,CIUDAD DE MEXICO,V8155,3026,9934.0,C,3026,SUC. LOMAS DE TECAMACHALCO,9934,D DIV RB METRO NORTE,5235,MN03 - SANTA FE,19.447868,-99.2185006
1-554291-Y\,F,72480,PUEBLA,PUEBLA,W3163,316,9933.0,S,316,SUC. SAN MANUEL,9933,D DIV RB  SUR,5223,S02 - PUEBLA,19.0034196,-98.249552
1-221510-ZN,M,44440,GUADALAJARA,JALISCO,W1261,126,6150.0,S,126,SUC. PLAZA LAS TORRES,6150,D DIV RB OCCIDENTE,6049,O03 - GUADALAJARA,20.6419884,-103.3446296
1-549214-YL,M,1900,ALVARO OBREGON,CIUDAD DE MEXICO,W5561,556,4831.0,C,556,SUC. PEDREPLAZA,4831,D DIV RB METRO SUR,5214,MS05 - PEDREGAL,19.3323544,-99.2040742
1-775294-PS,F,37150,LEON,GUANAJUATO,W4149,414,9931.0,C,414,SUC. ARBIDE,9931,D DIV RB CENTRO,6204,C01 - LEON,21.1542379,-101.7101975
1-167063-UA,F,6220,CUAUHTEMOC,CIUDAD DE MEXICO,V0003,835,4831.0,C,835,SUC. PLAZA DE LA CONSTITUCION,4831,D DIV RB METRO SUR,5202,MS02 - CENTRO,19.4609816,-99.1336952
1-919061-FY,M,6220,CUAUHTEMOC,CIUDAD DE MEXICO,W0182,18,9934.0,C,18,SUC. GUADALUPE,9934,D DIV RB METRO NORTE,5224,MN05 - CONDESA ROMA,19.4609816,-99.1336952
1-644742-NJ,M,16000,XOCHIMILCO,CIUDAD DE MEXICO,W9132,913,4831.0,C,913,SUC. PATRIOTISMO EXTREMADURA,4831,D DIV RB METRO SUR,5230,MS01 - ALTAVISTA,19.2691576,-99.1047491
1-974854-FF,F,4360,COYOACAN,CIUDAD DE MEXICO,V0695,71,4831.0,S,71,SUC. COPILCO,4831,D DIV RB METRO SUR,5214,MS05 - PEDREGAL,19.3345914,-99.1789013
1-256048-JZ,F,97138,MERIDA,YUCATAN,Z0604,3060,9610.0,C,3060,SUC. CAMPESTRE,9610,D DIV RB PENINSULAR,9217,P01 - MERIDA,21.0088505,-89.5836398
1-129746-OY,M,67250,JUAREZ,NUEVO LEON,W2523,252,9932.0,C,252,SUC. PLAZA FIESTA ANAHUAC,9932,D DIV RB NORTE,8039,N03 - MONTERREY 3,25.6420382,-100.0914548
1-248930-MR,F,20230,AGUASCALIENTES,AGUASCALIENTES,W2863,286,9931.0,C,286,SUC. AMRICAS,9931,D DIV RB CENTRO,6205,C02 - AGS ZAC,21.8725812,-102.2985302
1-158610-EW,F,64660,MONTERREY,NUEVO LEON,W2582,258,9932.0,C,258,SUC. SIMON BOLIVAR,9932,D DIV RB NORTE,8003,N02 - MONTERREY 2,25.6722266,-100.369037
